Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja09-20170531,Coverage (%) etnp-ja10-20170531,Coverage (%) etnp-ja11-20170531,Coverage (%) etnp-ja12-20170531,Coverage (%) etnp-ja13-20170531,Coverage (%) etnp-ja14-20170531,Coverage (%) etnp-ja15-20170531,Coverage (%) etnp-ja16-20170531,Area etnp-ja09-20170531,Area etnp-ja10-20170531,Area etnp-ja11-20170531,Area etnp-ja12-20170531,Area etnp-ja13-20170531,Area etnp-ja14-20170531,Area etnp-ja15-20170531,Area etnp-ja16-20170531,#Peptides,#Unique,#Spec etnp-ja09-20170531,#Spec etnp-ja10-20170531,#Spec etnp-ja11-20170531,#Spec etnp-ja12-20170531,#Spec etnp-ja13-20170531,#Spec etnp-ja14-20170531,#Spec etnp-ja15-20170531,#Spec etnp-ja16-20170531,PTM,Avg. Mass,Description
781,2166,ETNP_120m_free_PROKKA_143288,55.69,21,0,21,0,0,0,0,0,0,,7.85E4,,,,,,,5,2,0,5,0,0,0,0,0,0,,18727,hypothetical protein_120mF_megahit_PEDPKPGI_62830 hypothetical protein
781,67292,WP_036915046,55.69,21,0,21,0,0,0,0,0,0,,7.85E4,,,,,,,5,2,0,5,0,0,0,0,0,0,,18772,hypothetical protein Prochlorococcus
781,2168,ETNP_90m_PROKKA_169228,55.69,28,0,28,0,0,0,0,0,0,,7.85E4,,,,,,,5,2,0,5,0,0,0,0,0,0,,14484,hypothetical protein
1271,67846,ETNP_90m_PROKKA_43773,55.39,10,0,10,0,0,0,0,0,0,,2.56E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,26987,3-oxoacyl-[acyl-carrier-protein] reductase FabG
1114,68418,NP_125m_PROKKA_08462,55.26,7,0,0,3,4,0,0,0,0,,,4.63E3,3.54E4,,,,,2,2,0,0,1,1,0,0,0,0,,34265,Tripartite tricarboxylate transporter family receptor
1114,3640,ETNP_120m_particle_PROKKA_59438,55.26,7,0,0,3,4,0,0,0,0,,,4.63E3,3.54E4,,,,,2,2,0,0,1,1,0,0,0,0,,34265,Tripartite tricarboxylate transporter family receptor_NP_125m_PROKKA_08462 Tripartite tricarboxylate transporter family receptor
1114,68491,NP_85m_PROKKA_14245,55.26,7,0,0,3,4,0,0,0,0,,,4.63E3,3.54E4,,,,,2,2,0,0,1,1,0,0,0,0,,34235,Tripartite tricarboxylate transporter family receptor
1114,68492,NP_100m_PROKKA_02327,55.26,7,0,0,3,4,0,0,0,0,,,4.63E3,3.54E4,,,,,2,2,0,0,1,1,0,0,0,0,,34235,Tripartite tricarboxylate transporter family receptor
1114,3975,ETNP_150m_particle_PROKKA_27964,55.26,12,0,0,5,7,0,0,0,0,,,4.63E3,3.54E4,,,,,2,2,0,0,1,1,0,0,0,0,,19289,Tripartite tricarboxylate transporter family receptor
1009,67856,ETNP_120m_particle_PROKKA_113534,54.99,10,0,0,10,4,0,0,0,0,,,1.23E5,0E0,,,,,2,2,0,0,2,1,0,0,0,0,,33964,Tripartite tricarboxylate transporter family receptor
1009,67857,NP_300m_PROKKA_11703,54.99,10,0,0,10,4,0,0,0,0,,,1.23E5,0E0,,,,,2,2,0,0,2,1,0,0,0,0,,33974,Tripartite tricarboxylate transporter family receptor
756,68458,ETNP_90m_PROKKA_119525,54.82,6,0,3,3,3,6,0,0,0,,,,,6.68E3,,,,2,1,0,1,1,1,2,0,0,0,Deamidation (NQ),43531,Elongation factor Tu
756,68473,NP_100m_PROKKA_01725,54.82,6,0,3,3,3,6,0,0,0,,,,,6.68E3,,,,2,1,0,1,1,1,2,0,0,0,Deamidation (NQ),43231,Elongation factor Tu
756,68474,NP_125m_PROKKA_01575,54.82,6,0,3,3,3,6,0,0,0,,,,,6.68E3,,,,2,1,0,1,1,1,2,0,0,0,Deamidation (NQ),43231,Elongation factor Tu
756,4005,NP_300m_PROKKA_10461,54.82,6,0,3,3,3,6,0,0,0,,,,,6.68E3,,,,2,1,0,1,1,1,2,0,0,0,Deamidation (NQ),43244,Elongation factor Tu
756,68475,NP_85m_PROKKA_20980,54.82,6,0,3,3,3,6,0,0,0,,,,,6.68E3,,,,2,1,0,1,1,1,2,0,0,0,Deamidation (NQ),43231,Elongation factor Tu
756,4016,ETNP14_68maa_PROKKA_183814,54.82,6,0,3,3,3,6,0,0,0,,,,,6.68E3,,,,2,1,0,1,1,1,2,0,0,0,Deamidation (NQ),43244,Elongation factor Tu
756,68556,ETNP_90m_PROKKA_107748,54.82,6,0,3,3,3,6,0,0,0,,,,,6.68E3,,,,2,1,0,1,1,1,2,0,0,0,Deamidation (NQ),43286,Elongation factor Tu
762,4299,ETNP_120m_free_PROKKA_230452,54.79,4,0,0,0,2,4,0,0,0,,,,1.34E5,1.14E5,,,,4,4,0,0,0,3,2,0,0,0,Deamidation (NQ),59775,Periplasmic oligopeptide-binding protein precursor_120mF_megahit_EODJEIIO_185350 Periplasmic oligopeptide-binding protein
888,4950,ETNP_120m_PROKKA_200056,54.05,6,0,0,6,6,6,0,0,0,,,1.06E5,1.42E4,1.16E4,,,,2,2,0,0,2,1,1,0,0,0,,27136,hypothetical protein
888,4948,ETNP14_120mac_PROKKA_07493,54.05,10,0,0,10,10,10,0,0,0,,,1.06E5,1.42E4,1.16E4,,,,2,2,0,0,2,1,1,0,0,0,,16574,hypothetical protein
734,68037,XP_002185730,54.04,9,5,2,3,0,0,0,0,0,1.03E5,8.75E4,2.69E4,,,,,,5,3,4,1,1,0,0,0,0,0,,49582,predicted protein  Phaeodactylum tricornutum CCAP 1055
1215,68055,ETNP_100m_particle_PROKKA_13907,54.01,10,0,10,0,0,0,0,0,0,,2.42E5,,,,,,,2,1,0,2,0,0,0,0,0,0,Oxidation (M),21699,FK506-binding protein
1215,68056,ETNP_90m_PROKKA_126337,54.01,10,0,10,0,0,0,0,0,0,,2.42E5,,,,,,,2,1,0,2,0,0,0,0,0,0,Oxidation (M),21699,FK506-binding protein
1215,2750,ETNP_120m_PROKKA_91183,54.01,10,0,10,0,0,0,0,0,0,,2.42E5,,,,,,,2,1,0,2,0,0,0,0,0,0,Oxidation (M),21699,FK506-binding protein_ETNP_100m_particle_PROKKA_13907 FK506-binding protein_ETNP_90m_PROKKA_126337 FK506-binding protein
1161,68228,ETNP_160m_PROKKA_148400,53.85,19,0,0,7,12,0,0,0,0,,,3.66E4,1.97E4,,,,,2,2,0,0,1,1,0,0,0,0,,16626,Regulatory protein AsnC
1161,68229,ETNP_180m_PROKKA_134654,53.85,19,0,0,7,12,0,0,0,0,,,3.66E4,1.97E4,,,,,2,2,0,0,1,1,0,0,0,0,,16626,Regulatory protein AsnC
768,67511,WP_036915050,53.84,32,9,32,0,0,0,0,0,0,,0E0,,,,,,,4,1,1,4,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),10453,RNA-binding protein  partial Prochlorococcus sp MIT 0701
552,69428,WP_033384699,53.75,13,0,6,6,6,2,10,0,0,,,1.17E5,4.36E4,,,,,6,1,0,2,1,1,1,5,0,0,Carbamidomethylation,31560,glycine betaine ABC transporter substrate-binding protein partial SAR324 cluster bacterium SCGC AAA001-C10
1018,67433,ETNP_100m_PROKKA_54914,53.51,19,0,19,0,0,0,0,0,0,,4.91E5,,,,,,,3,3,0,3,0,0,0,0,0,0,,17508,Hydroperoxy fatty acid reductase gpx1
1018,67434,ETNP_120m_particle_PROKKA_175796,53.51,19,0,19,0,0,0,0,0,0,,4.91E5,,,,,,,3,3,0,3,0,0,0,0,0,0,,17508,Hydroperoxy fatty acid reductase gpx1
1018,2195,ETNP_120m_PROKKA_121465,53.51,19,0,19,0,0,0,0,0,0,,4.91E5,,,,,,,3,3,0,3,0,0,0,0,0,0,,17476,Hydroperoxy fatty acid reductase gpx1_ETNP_100m_particle_PROKKA_65499 Hydroperoxy fatty acid reductase gpx1
1018,67435,ETNP_100m_particle_PROKKA_65499,53.51,19,0,19,0,0,0,0,0,0,,4.91E5,,,,,,,3,3,0,3,0,0,0,0,0,0,,17476,Hydroperoxy fatty acid reductase gpx1
759,2866,ETNP14_68mB_PROKKA_68372,53.29,17,0,16,0,0,6,6,0,0,,1.51E5,,,,,,,3,1,0,2,0,0,1,2,0,0,,15535,hypothetical protein
759,2867,NP_85m_PROKKA_40167,53.29,15,0,15,0,0,5,6,0,0,,1.51E5,,,,,,,3,1,0,2,0,0,1,2,0,0,,17070,hypothetical protein
759,2869,ETNP14_120maa_PROKKA_137065,53.29,15,0,14,0,0,5,6,0,0,,1.51E5,,,,,,,3,1,0,2,0,0,1,2,0,0,,17527,hypothetical protein_ETNP_120m_PROKKA_272956 hypothetical protein
759,67939,ETNP_120m_PROKKA_272956,53.29,15,0,14,0,0,5,6,0,0,,1.51E5,,,,,,,3,1,0,2,0,0,1,2,0,0,,17527,hypothetical protein
805,67532,ETNP_100m_PROKKA_41632,53.23,22,5,22,0,0,0,0,0,0,1.8E5,1.63E6,,,,,,,4,4,1,4,0,0,0,0,0,0,Carbamidomethylation,22040,Inorganic pyrophosphatase
805,67533,ETNP14_68maa_PROKKA_129202,53.23,22,5,22,0,0,0,0,0,0,1.8E5,1.63E6,,,,,,,4,4,1,4,0,0,0,0,0,0,Carbamidomethylation,22040,Inorganic pyrophosphatase
828,3635,ETNP_120m_PROKKA_73126,52.92,3,0,0,1,0,1,1,0,0,,,,,,1.06E5,,,4,1,0,0,1,0,1,2,0,0,Deamidation (NQ),99916,Arsenite oxidase subunit AioA
854,4032,ETNP14_68maa_PROKKA_166974,52.67,15,7,15,0,0,0,0,0,0,2.23E5,2.91E4,,,,,,,4,3,2,2,0,0,0,0,0,0,,18114,hypothetical protein
931,68348,NP_300m_PROKKA_10409,52.56,9,0,0,9,3,0,0,0,0,,,1.31E5,9.93E3,,,,,2,2,0,0,2,1,0,0,0,0,,40792,Acetyl-CoA acetyltransferase
931,68349,ETNP_180m_PROKKA_141418,52.56,9,0,0,9,3,0,0,0,0,,,1.31E5,9.93E3,,,,,2,2,0,0,2,1,0,0,0,0,,40792,Acetyl-CoA acetyltransferase
931,68350,ETNP_300m_PROKKA_21475,52.56,9,0,0,9,3,0,0,0,0,,,1.31E5,9.93E3,,,,,2,2,0,0,2,1,0,0,0,0,,40792,Acetyl-CoA acetyltransferase
931,68351,ETNP_160m_PROKKA_64120,52.56,9,0,0,9,3,0,0,0,0,,,1.31E5,9.93E3,,,,,2,2,0,0,2,1,0,0,0,0,,40792,Acetyl-CoA acetyltransferase
931,68352,ETNP_120m_PROKKA_120084,52.56,9,0,0,9,3,0,0,0,0,,,1.31E5,9.93E3,,,,,2,2,0,0,2,1,0,0,0,0,,40793,Acetyl-CoA acetyltransferase
931,68353,ETNP_140m_PROKKA_59598,52.56,9,0,0,9,3,0,0,0,0,,,1.31E5,9.93E3,,,,,2,2,0,0,2,1,0,0,0,0,,40793,Acetyl-CoA acetyltransferase
868,68793,ETNP_120m_particle_PROKKA_120618,52.47,53,0,25,50,0,0,0,0,0,,6.33E4,7.16E5,,,,,,4,4,0,1,3,0,0,0,0,0,,3831,hypothetical protein
625,69392,XP_003061451,52.39,1,0,0,0,0,0,0,0,0,3.6E4,8.58E5,1.03E6,,7.85E3,,,9.16E4,6,6,1,2,3,0,1,0,0,1,,613898,predicted protein  Micromonas pusilla CCMP1545
886,3426,ETNP14_120mac_PROKKA_72012,52.24,32,0,0,32,0,14,0,0,0,,,5.32E5,,1.25E5,,,,3,1,0,0,3,0,1,0,0,0,,7308,Cold shock-like protein CspLA
826,4056,ETNP14_68mB_PROKKA_21300,52.22,6,0,6,0,4,0,0,0,0,,4.13E5,,,,,,,3,1,0,3,0,1,0,0,0,0,,35187,NMT1/THI5 like protein
718,67619,ETNP14_68maa_PROKKA_13926,51.96,7,0,4,3,2,2,0,0,0,,6.57E3,,,,,,,4,1,0,2,2,1,1,0,0,0,,57138,60 kDa chaperonin 2
718,67620,ETNP_90m_PROKKA_96396,51.96,7,0,4,3,2,2,0,0,0,,6.57E3,,,,,,,4,1,0,2,2,1,1,0,0,0,,57138,60 kDa chaperonin 2
1242,2916,ETNP_100m_PROKKA_36915,51.96,5,0,2,3,0,0,0,0,0,,1.41E5,,,,,,,2,1,0,1,1,0,0,0,0,0,,42924,Elongation factor Tu
1242,2914,ETNP_120m_particle_PROKKA_218405,51.96,5,0,2,3,0,0,0,0,0,,1.41E5,,,,,,,2,1,0,1,1,0,0,0,0,0,,42977,Elongation factor Tu
1242,67888,NP_300m_PROKKA_33099,51.96,5,0,2,3,0,0,0,0,0,,1.41E5,,,,,,,2,1,0,1,1,0,0,0,0,0,,43009,Elongation factor Tu
1184,67882,WP_036915416,51.63,8,0,8,0,0,0,0,0,0,,5.63E4,,,,,,,2,1,0,2,0,0,0,0,0,0,,35070,fructose 1 6-bisphosphatase Prochlorococcus
1184,67883,WP_011129947,51.63,8,0,8,0,0,0,0,0,0,,5.63E4,,,,,,,2,1,0,2,0,0,0,0,0,0,,35083,fructose 1 6-bisphosphatase Prochlorococcus marinus
1184,67921,ETNP_90m_PROKKA_148211,51.63,8,0,8,0,0,0,0,0,0,,5.63E4,,,,,,,2,1,0,2,0,0,0,0,0,0,,35902,D-fructose 1 6-bisphosphatase class 2/sedoheptulose 1 7-bisphosphatase
1184,3177,ETNP_120m_PROKKA_210522,51.63,22,0,22,0,0,0,0,0,0,,5.63E4,,,,,,,2,1,0,2,0,0,0,0,0,0,,13591,D-fructose 1 6-bisphosphatase class 2/sedoheptulose 1 7-bisphosphatase
1247,3794,NP_300m_PROKKA_48048,51.56,9,0,0,9,0,0,0,0,0,,,9.47E5,,,,,,2,2,0,0,2,0,0,0,0,0,,13544,Phasin protein
1247,68472,ETNP_120m_particle_PROKKA_235967,51.56,9,0,0,9,0,0,0,0,0,,,9.47E5,,,,,,2,2,0,0,2,0,0,0,0,0,,14077,Phasin protein
1247,3857,ETNP14_120maa_PROKKA_108439,51.56,9,0,0,9,0,0,0,0,0,,,9.47E5,,,,,,2,2,0,0,2,0,0,0,0,0,,14181,Phasin protein
1247,3956,ETNP14_120mab_PROKKA_75057,51.56,9,0,0,9,0,0,0,0,0,,,9.47E5,,,,,,2,2,0,0,2,0,0,0,0,0,,14065,Phasin protein
1186,68363,ETNP_100m_particle_PROKKA_51318,51.54,21,0,21,0,0,0,0,0,0,,2.43E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,13795,Putative universal stress protein
1186,68400,ETNP_90m_PROKKA_32370,51.54,21,0,21,0,0,0,0,0,0,,2.43E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,13817,Putative universal stress protein
1186,68401,NP_85m_PROKKA_24745,51.54,21,0,21,0,0,0,0,0,0,,2.43E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,13817,Putative universal stress protein
1186,68402,ETNP_120m_PROKKA_16987,51.54,21,0,21,0,0,0,0,0,0,,2.43E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,13817,Putative universal stress protein
1186,68403,ETNP14_68mB_PROKKA_165459,51.54,21,0,21,0,0,0,0,0,0,,2.43E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,13817,Putative universal stress protein
1186,68404,ETNP_100m_PROKKA_81583,51.54,21,0,21,0,0,0,0,0,0,,2.43E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,13817,Putative universal stress protein
850,67852,ETNP_120m_free_PROKKA_36878,51.47,5,0,3,5,0,3,0,0,0,,6.48E5,8.37E5,,2.98E5,,,,2,2,0,1,2,0,1,0,0,0,,49162,hypothetical protein
875,67519,WP_011127181,51.45,23,0,23,0,0,0,0,0,0,,5.89E5,,,,,,,4,3,0,4,0,0,0,0,0,0,,15773,hypothetical protein Synechococcus
875,67525,WP_052043467,51.45,17,0,17,0,0,0,0,0,0,,5.89E5,,,,,,,4,3,0,4,0,0,0,0,0,0,,19960,hypothetical protein  partial Prochlorococcus sp MIT 0701
1292,3618,ETNP_100m_PROKKA_49307,51.41,18,0,18,0,0,0,0,0,0,,2.18E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,20440,hypothetical protein
1292,3619,ETNP_140m_PROKKA_16600,51.41,18,0,18,0,0,0,0,0,0,,2.18E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,20520,hypothetical protein
1292,68267,ETNP_120m_PROKKA_230617,51.41,18,0,18,0,0,0,0,0,0,,2.18E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,20442,hypothetical protein
1292,68268,ETNP_100m_particle_PROKKA_50350,51.41,18,0,18,0,0,0,0,0,0,,2.18E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,20442,hypothetical protein
1292,68269,ETNP_90m_PROKKA_95884,51.41,18,0,18,0,0,0,0,0,0,,2.18E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,20442,hypothetical protein
1292,68270,NP_85m_PROKKA_07416,51.41,18,0,18,0,0,0,0,0,0,,2.18E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,20442,hypothetical protein
1292,3620,ETNP_160m_PROKKA_127006,51.41,18,0,18,0,0,0,0,0,0,,2.18E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,20441,hypothetical protein
1292,68271,ETNP_110m_PROKKA_34166,51.41,18,0,18,0,0,0,0,0,0,,2.18E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,20442,hypothetical protein
688,5641,NP_100m_PROKKA_20676,51.22,28,0,14,14,0,0,14,0,0,,9.33E5,6.91E5,,,1.11E6,,,4,4,0,1,3,0,0,3,0,0,,7011,hypothetical protein
894,67417,ETNP14_68mB_PROKKA_58879,50.94,50,36,28,0,0,0,0,0,0,6.21E4,4.25E5,,,,,,,3,3,2,2,0,0,0,0,0,0,,7030,hypothetical protein
894,67418,ETNP_90m_PROKKA_188887,50.94,50,36,28,0,0,0,0,0,0,6.21E4,4.25E5,,,,,,,3,3,2,2,0,0,0,0,0,0,,7030,hypothetical protein
894,67419,ETNP_100m_PROKKA_68187,50.94,50,36,28,0,0,0,0,0,0,6.21E4,4.25E5,,,,,,,3,3,2,2,0,0,0,0,0,0,,7030,hypothetical protein
894,67420,ETNP_110m_PROKKA_50493,50.94,50,36,28,0,0,0,0,0,0,6.21E4,4.25E5,,,,,,,3,3,2,2,0,0,0,0,0,0,,7030,hypothetical protein
894,67421,ETNP_140m_PROKKA_30187,50.94,50,36,28,0,0,0,0,0,0,6.21E4,4.25E5,,,,,,,3,3,2,2,0,0,0,0,0,0,,7030,hypothetical protein
866,68039,ETNP_120m_particle_PROKKA_147016,50.77,11,0,6,5,5,0,0,0,0,,1.11E5,,,,,,,2,1,0,1,1,2,0,0,0,0,,19279,Nitrogen regulatory protein P-II
866,68062,ETNP_120m_free_PROKKA_285658,50.77,18,0,10,8,8,0,0,0,0,,1.11E5,,,,,,,2,1,0,1,1,2,0,0,0,0,,12370,Nitrogen regulatory protein P-II
866,68063,ETNP_160m_PROKKA_73854,50.77,18,0,10,8,8,0,0,0,0,,1.11E5,,,,,,,2,1,0,1,1,2,0,0,0,0,,12370,Nitrogen regulatory protein P-II
866,68064,ETNP_120m_PROKKA_116481,50.77,18,0,10,8,8,0,0,0,0,,1.11E5,,,,,,,2,1,0,1,1,2,0,0,0,0,,12370,Nitrogen regulatory protein P-II
866,68065,ETNP_300m_PROKKA_158513,50.77,18,0,10,8,8,0,0,0,0,,1.11E5,,,,,,,2,1,0,1,1,2,0,0,0,0,,12370,Nitrogen regulatory protein P-II
866,68066,ETNP_180m_PROKKA_39170,50.77,18,0,10,8,8,0,0,0,0,,1.11E5,,,,,,,2,1,0,1,1,2,0,0,0,0,,12370,Nitrogen regulatory protein P-II
866,68067,ETNP_140m_PROKKA_117287,50.77,18,0,10,8,8,0,0,0,0,,1.11E5,,,,,,,2,1,0,1,1,2,0,0,0,0,,12370,Nitrogen regulatory protein P-II
866,3329,ETNP_90m_PROKKA_41376,50.77,18,0,10,8,8,0,0,0,0,,1.11E5,,,,,,,2,1,0,1,1,2,0,0,0,0,,12297,Nitrogen regulatory protein P-II
937,2681,NP_85m_PROKKA_25077,50.54,9,3,6,0,0,0,0,0,0,,1.35E5,,,,,,,3,1,1,2,0,0,0,0,0,0,,32906,ATP synthase subunit beta
855,68419,ETNP_300m_PROKKA_44959,50.30,5,0,0,3,5,3,0,0,0,,,4.64E5,1E5,7.1E4,,,,2,2,0,0,1,2,1,0,0,0,Deamidation (NQ),56916,Heme-binding protein A precursor
855,68420,ETNP_180m_PROKKA_26677,50.30,5,0,0,3,5,3,0,0,0,,,4.64E5,1E5,7.1E4,,,,2,2,0,0,1,2,1,0,0,0,Deamidation (NQ),56916,Heme-binding protein A precursor
855,68421,NP_300m_PROKKA_18091,50.30,5,0,0,3,5,3,0,0,0,,,4.64E5,1E5,7.1E4,,,,2,2,0,0,1,2,1,0,0,0,Deamidation (NQ),56916,Heme-binding protein A precursor
855,68422,ETNP_160m_PROKKA_50449,50.30,5,0,0,3,5,3,0,0,0,,,4.64E5,1E5,7.1E4,,,,2,2,0,0,1,2,1,0,0,0,Deamidation (NQ),56916,Heme-binding protein A precursor
855,68550,ETNP_120m_PROKKA_69218,50.30,5,0,0,3,5,3,0,0,0,,,4.64E5,1E5,7.1E4,,,,2,2,0,0,1,2,1,0,0,0,Deamidation (NQ),56935,Heme-binding protein A precursor
721,68719,ETNP_140m_PROKKA_25994,50.15,50,0,33,17,34,0,0,0,0,,5.08E5,2.69E5,2.21E5,,,,,4,4,0,3,1,2,0,0,0,0,Oxidation (M),6999,putative cold shock protein A
1212,67839,ETNP_100m_particle_PROKKA_44443,49.49,5,0,5,0,0,0,0,0,0,,1.05E6,,,,,,,2,2,0,2,0,0,0,0,0,0,,38927,Uroporphyrinogen decarboxylase
1212,67840,ETNP_120m_PROKKA_52529,49.49,5,0,5,0,0,0,0,0,0,,1.05E6,,,,,,,2,2,0,2,0,0,0,0,0,0,,38953,Uroporphyrinogen decarboxylase
1212,67841,ETNP_140m_PROKKA_117302,49.49,5,0,5,0,0,0,0,0,0,,1.05E6,,,,,,,2,2,0,2,0,0,0,0,0,0,,38950,Uroporphyrinogen decarboxylase
1212,67842,ETNP_110m_PROKKA_23156,49.49,5,0,5,0,0,0,0,0,0,,1.05E6,,,,,,,2,2,0,2,0,0,0,0,0,0,,38950,Uroporphyrinogen decarboxylase
1212,67843,ETNP_90m_PROKKA_202196,49.49,5,0,5,0,0,0,0,0,0,,1.05E6,,,,,,,2,2,0,2,0,0,0,0,0,0,,38950,Uroporphyrinogen decarboxylase
1219,4242,ETNP_120m_free_PROKKA_312800,49.43,14,0,0,0,9,5,0,0,0,,,,1.27E4,4.95E4,,,,2,2,0,0,0,1,1,0,0,0,,17008,Molydopterin dinucleotide binding domain protein
1219,4244,ETNP_140m_PROKKA_92437,49.43,12,0,0,0,8,4,0,0,0,,,,1.27E4,4.95E4,,,,2,2,0,0,0,1,1,0,0,0,,18841,Arsenite oxidase subunit AioA
852,3773,NP_125m_PROKKA_08546,49.22,7,0,0,7,6,0,0,0,0,,,6.76E4,2.45E5,,,,,3,3,0,0,2,2,0,0,0,0,,36660,2 3-diketo-L-gulonate-binding periplasmic protein YiaO precursor
852,68235,NP_300m_PROKKA_01669,49.22,7,0,0,7,6,0,0,0,0,,,6.76E4,2.45E5,,,,,3,3,0,0,2,2,0,0,0,0,,36687,Bacterial extracellular solute-binding protein  family 7
852,3600,ETNP_300m_PROKKA_72380,49.22,7,0,0,7,6,0,0,0,0,,,6.76E4,2.45E5,,,,,3,3,0,0,2,2,0,0,0,0,,36701,Bacterial extracellular solute-binding protein  family 7
852,3772,NP_85m_PROKKA_23172,49.22,9,0,0,9,8,0,0,0,0,,,6.76E4,2.45E5,,,,,3,3,0,0,2,2,0,0,0,0,,27561,2 3-diketo-L-gulonate-binding periplasmic protein YiaO precursor
852,3597,ETNP_180m_PROKKA_140960,49.22,7,0,0,7,6,0,0,0,0,,,6.76E4,2.45E5,,,,,3,3,0,0,2,2,0,0,0,0,,35168,Bacterial extracellular solute-binding protein  family 7
852,3644,ETNP_140m_PROKKA_00717,49.22,7,0,0,7,6,0,0,0,0,,,6.76E4,2.45E5,,,,,3,3,0,0,2,2,0,0,0,0,,36700,Lactate-binding periplasmic protein precursor
852,68265,ETNP_120m_PROKKA_198428,49.22,7,0,0,7,6,0,0,0,0,,,6.76E4,2.45E5,,,,,3,3,0,0,2,2,0,0,0,0,,36687,2 3-diketo-L-gulonate-binding periplasmic protein YiaO precursor
1148,2946,ETNP14_68mB_PROKKA_19001,49.03,16,0,16,0,0,0,0,0,0,,5.17E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,14408,ATP synthase subunit b precursor
1148,67871,ETNP_100m_particle_PROKKA_135112,49.03,14,0,14,0,0,0,0,0,0,,5.17E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,16546,ATP synthase subunit b
1148,67872,ETNP_110m_PROKKA_14186,49.03,14,0,14,0,0,0,0,0,0,,5.17E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,16546,ATP synthase subunit b
1148,67873,ETNP_160m_PROKKA_228143,49.03,14,0,14,0,0,0,0,0,0,,5.17E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,16546,ATP synthase subunit b
1148,67874,ETNP_120m_PROKKA_157940,49.03,14,0,14,0,0,0,0,0,0,,5.17E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,16546,ATP synthase subunit b
1148,67875,ETNP_90m_PROKKA_149426,49.03,14,0,14,0,0,0,0,0,0,,5.17E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,16546,ATP synthase subunit b
1148,3364,ETNP_110m_PROKKA_25954,49.03,30,0,30,0,0,0,0,0,0,,5.17E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,7667,F0F1 ATP synthase subunit B'
1148,68077,ETNP_120m_PROKKA_108749,49.03,14,0,14,0,0,0,0,0,0,,5.17E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,16650,ATP synthase subunit b
1148,68078,ETNP_90m_PROKKA_111294,49.03,14,0,14,0,0,0,0,0,0,,5.17E5,,,,,,,2,2,0,2,0,0,0,0,0,0,,16650,ATP synthase subunit b
769,68447,ETNP14_68maa_PROKKA_88345,48.87,6,0,2,2,2,6,0,0,0,,,,,2.78E5,,,,2,1,0,1,1,1,2,0,0,0,,38478,60 kDa chaperonin 5
957,67478,WP_038655218,48.86,36,0,36,0,0,0,0,0,0,,4.64E4,,,,,,,3,1,0,3,0,0,0,0,0,0,,10279,hypothetical protein Prochlorococcus sp MIT 0801
555,69136,ETNP_120m_PROKKA_295519,48.83,18,0,18,6,5,5,0,0,0,,3.26E5,6.79E5,3.25E5,1.41E5,,,,4,3,0,4,3,2,1,0,0,0,,15340,hypothetical protein
555,69137,ETNP_300m_PROKKA_171202,48.83,17,0,17,5,5,4,0,0,0,,3.26E5,6.79E5,3.25E5,1.41E5,,,,4,3,0,4,3,2,1,0,0,0,,16866,PEP-CTERM motif protein
555,69138,ETNP_160m_PROKKA_09502,48.83,17,0,17,5,5,4,0,0,0,,3.26E5,6.79E5,3.25E5,1.41E5,,,,4,3,0,4,3,2,1,0,0,0,,16866,PEP-CTERM motif protein
555,69139,ETNP_100m_particle_PROKKA_53950,48.83,17,0,17,5,5,4,0,0,0,,3.26E5,6.79E5,3.25E5,1.41E5,,,,4,3,0,4,3,2,1,0,0,0,,16865,PEP-CTERM motif protein
555,69154,ETNP_180m_PROKKA_227334,48.83,19,0,19,6,6,5,0,0,0,,3.26E5,6.79E5,3.25E5,1.41E5,,,,4,3,0,4,3,2,1,0,0,0,,14762,hypothetical protein
733,67850,ETNP14_68maa_PROKKA_130340,48.61,6,3,6,0,0,0,0,0,0,8.12E4,4.06E6,,,,,,,2,2,1,5,0,0,0,0,0,0,,35494,Photosystem Q(B) protein precursor
