Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 264+265-NT1+2-94m-p1trap,Coverage (%) 266+267-NT3+4--265m-p1trap,Coverage (%) 268_269-NT5+6-965m-p2trap,Coverage (%) 111-2012-105m-bb2trap,Coverage (%) 97-2012-750m-bb2trap,Area 264+265-NT1+2-94m-p1trap,Area 266+267-NT3+4--265m-p1trap,Area 268_269-NT5+6-965m-p2trap,Area 111-2012-105m-bb2trap,Area 97-2012-750m-bb2trap,#Peptides,#Unique,#Spec 264+265-NT1+2-94m-p1trap,#Spec 266+267-NT3+4--265m-p1trap,#Spec 268_269-NT5+6-965m-p2trap,#Spec 111-2012-105m-bb2trap,#Spec 97-2012-750m-bb2trap,PTM,Avg. Mass,Description
956,2871,ABQ67412.1,33.42,2,0,0,1,2,0,,,,1.85E6,,2,1,0,0,1,1,0,,84584,hypothetical protein Swit_1046 [Sphingomonas wittichii RW1]
889,7307,ETNP_160,33.40,3,0,0,3,0,0,,,,,,2,0,0,0,2,0,0,,30565,2-dehydropantoate 2-reductase
797,5232,ETNP_160,33.37,3,0,0,3,0,0,,,0E0,,,2,1,0,0,2,0,0,,60599,hypothetical protein
706,2846,WP_009779971.1,33.34,3,0,0,1,0,1,,,0E0,,,2,1,0,0,1,0,1,,81128,isocitrate dehydrogenase  NADP-dependent [Leeuwenhoekiella blandensis]
706,2872,CAN96987.1,33.34,2,0,0,1,0,1,,,0E0,,,2,1,0,0,1,0,1,,83971,isocitrate dehydrogenase [Sorangium cellulosum So ce56]
786,4395,ETNP_180,33.33,6,1,0,0,5,0,,,,3.46E4,,2,1,1,0,0,1,0,Oxidation (M),50159,Alanine--tRNA ligase
786,4778,ETNP_120,33.33,3,1,0,0,3,0,,,,3.46E4,,2,1,1,0,0,1,0,Oxidation (M),95350,Alanine--tRNA ligase
666,3427,ETNP_120,33.22,1,1,0,0,0,0,0E0,,,,,2,1,1,0,1,0,0,,192437,hypothetical protein
727,4776,virus_CCADEAMM_15818,33.21,1,0,0,1,0,0,,,,,,2,0,0,0,2,0,0,,151676,hypothetical protein
1072,2470,EJK67964,33.16,6,0,0,0,6,0,,,,5.18E6,,1,1,0,0,0,2,0,,21273,hypothetical protein THAOC_10915 partial  Thalassiosira oceanica
554,3897,WP_021779049.1,33.08,2,0,0,2,0,0,,,3.04E5,,,2,1,0,0,2,0,0,,95417,ATP-dependent Clp protease ATP-binding subunit [Dokdonia sp. MED134]
1026,9594,virus_CCADEAMM_43354,33.03,1,0,0,0,0,1,,,1.91E6,,5.69E4,2,2,0,0,1,0,1,,223164,hypothetical protein
961,3095,WP_008253804,33.02,4,1,0,0,3,0,,,,,,2,0,1,0,0,1,0,,46427,ornithine aminotransferase Flavobacteria bacterium BAL38
749,7957,ETNP_120,32.93,2,0,0,2,0,0,,,3.75E4,,,2,1,0,0,2,0,0,,82955,Alpha-monoglucosyldiacylglycerol synthase
972,5412,ETNP14_68,32.79,12,0,0,0,8,5,,,,4.95E5,,2,1,0,0,0,1,1,,20458,Alkyl hydroperoxide reductase subunit C
968,4970,ETNP_180,32.78,10,5,0,5,0,0,,,,,,2,0,1,0,1,0,0,,11023,Antitoxin RelF
968,4971,ETNP_110,32.78,10,5,0,5,0,0,,,,,,2,0,1,0,1,0,0,,11023,Antitoxin RelF
968,4972,ETNP14_120,32.78,10,5,0,5,0,0,,,,,,2,0,1,0,1,0,0,,11023,Antitoxin RelF
968,4973,ETNP_160,32.78,10,5,0,5,0,0,,,,,,2,0,1,0,1,0,0,,11023,Antitoxin RelF
975,6269,ETNP_160,32.75,2,0,0,2,0,0,,,,,,2,0,0,0,2,0,0,,47238,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
975,6270,ETNP_180,32.75,2,0,0,2,0,0,,,,,,2,0,0,0,2,0,0,,47238,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
1792,1947,ETNP_90,32.63,9,0,0,0,9,0,,,,2.5E4,,1,1,0,0,0,1,0,,13176,50S ribosomal protein L7/L12
1792,1948,ETNP14_68,32.63,9,0,0,0,9,0,,,,2.5E4,,1,1,0,0,0,1,0,,13176,50S ribosomal protein L7/L12
703,2466,WP_008258110,32.52,1,0,0,1,1,0,,,0E0,1.23E5,,1,1,0,0,1,1,0,Oxidation (M),92249,hypothetical protein Flavobacteria bacterium BAL38
873,6099,CAG22970.1,32.44,8,0,0,0,4,3,,,,7.95E5,,2,1,0,0,0,1,1,Oxidation (M),28839,putative electron transfer flavoprotein beta subunit [Photobacterium profundum SS9]
509,3043,NP_125,32.41,4,0,0,0,4,1,,,,4.19E5,0E0,2,2,0,0,0,2,1,,55826,TPR repeat-containing protein YrrB
1038,12654,virus_CCADEAMM_28445,32.41,1,0,0,0,0,0,,,,,,2,0,1,0,1,0,0,,143778,hypothetical protein
705,2797,ETNP_120,32.32,5,0,0,0,5,0,,,,1.57E6,,2,1,0,0,0,2,0,,71923,Chaperone protein HtpG
954,2863,EJK57491,32.30,3,0,0,1,2,0,,,,1.24E5,,2,1,0,0,1,1,0,,67830,hypothetical protein THAOC_22457 partial  Thalassiosira oceanica
2890,2515,EJK55388,32.15,11,0,0,0,11,0,,,,6.27E5,,1,1,0,0,0,1,0,,10915,hypothetical protein THAOC_24886 partial  Thalassiosira oceanica
2890,2516,XP_002183512,32.15,5,0,0,0,5,0,,,,6.27E5,,1,1,0,0,0,1,0,,24395,predicted protein  Phaeodactylum tricornutum CCAP 1055
2890,2517,EJK76514,32.15,4,0,0,0,4,0,,,,6.27E5,,1,1,0,0,0,1,0,,27451,hypothetical protein THAOC_01718 partial  Thalassiosira oceanica
2891,2518,ETNP_120,32.11,7,0,0,0,7,0,,,,1.48E5,,1,1,0,0,0,1,0,,16789,T4-like virus tail tube protein gp19
2891,2519,ETNP_120,32.11,7,0,0,0,7,0,,,,1.48E5,,1,1,0,0,0,1,0,,16789,T4-like virus tail tube protein gp19
814,7599,ETNP_180,32.09,1,0,0,0,0,0,,,,,,2,0,1,0,1,0,0,,118824,DNA polymerase II large subunit
814,7905,ETNP_160,32.09,1,0,0,0,0,0,,,,,,2,0,1,0,1,0,0,,125462,DNA polymerase II large subunit
814,8842,ETNP_120,32.09,1,1,0,1,0,0,,,,,,2,0,1,0,1,0,0,,91739,DNA polymerase II large subunit
814,9012,ETNP_300,32.09,1,1,0,1,0,0,,,,,,2,0,1,0,1,0,0,,97082,DNA polymerase II large subunit
660,2798,ETNP_120,32.00,1,0,0,0,1,0,,,,0E0,,2,1,0,0,1,1,0,,207448,Phthiocerol synthesis polyketide synthase type I PpsE
558,3008,virus_CCADEAMM_06819,31.98,1,0,0,0,1,0,,,,0E0,,2,1,0,0,1,1,0,,497866,hypothetical protein
606,4122,ACY15470.1,31.97,0,0,0,0,0,0,,,,,,2,0,0,0,1,0,1,,419842,KR domain protein [Haliangium ochraceum DSM 14365]
960,3065,ACB24313.1,31.97,6,0,0,3,3,0,,,2.47E5,3.66E4,,2,2,0,0,1,1,0,,41676,acetylornithine and succinylornithine aminotransferase [Methylobacterium radiotolerans JCM 2831]
540,9572,ETNP_140,31.95,9,2,0,0,7,0,,,,4.27E5,,2,1,1,0,0,2,0,,35767,DNA mismatch repair protein MutS
465,9899,XP_003074552,31.92,1,0,0,0,0,0,,,,,,2,0,2,0,1,0,0,,208174,RNA helicase ISS  Ostreococcus tauri
376,3292,XP_003057397,31.91,1,0,0,0,1,0,,,,1.05E5,,3,1,0,0,1,1,1,Oxidation (M),189271,predicted protein  Micromonas pusilla CCMP1545
422,2929,|#CONTAM#SYH_HUMAN|,31.90,3,0,0,0,3,0,,,,6.19E5,,2,1,0,0,0,3,0,,57411,sp|#CONTAM#SYH_HUMAN|
794,5114,ACY15962.1,31.87,2,0,0,2,0,0,,,,,,2,0,0,0,2,0,0,,50477,protein of unknown function DUF214 [Haliangium ochraceum DSM 14365]
1023,9286,ETNP_120,31.84,2,0,0,2,0,0,,,,,,2,0,0,0,2,0,0,,71101,Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase
2543,2478,XP_003063235,31.83,3,0,0,0,3,0,,,,1.71E5,,1,1,0,0,0,1,0,Carbamidomethylation,42754,predicted protein  Micromonas pusilla CCMP1545
577,4000,XP_003057411,31.82,1,0,0,1,0,0,,,0E0,,,2,1,0,0,2,0,0,,213583,predicted protein  Micromonas pusilla CCMP1545
575,3424,BAI73066.1,31.78,2,0,0,1,1,0,,,0E0,4.9E5,,2,2,0,0,1,1,0,,138488,two-component hybrid sensor and regulator [Azospirillum sp. B510]
696,12033,ETNP14_68,31.75,0,0,0,0,0,0,,,,,,2,0,1,0,1,0,0,,297273,hypothetical protein
709,2962,ETNP_100,31.73,1,0,0,0,1,0,,,,2.51E4,,2,1,0,0,1,1,0,Oxidation (M),138200,Outer membrane protein assembly factor BamB
1120,12315,ABQ31668.1,31.70,5,0,0,2,4,0,,,,6.83E6,,2,1,0,0,1,1,0,,32253,protein of unknown function DUF299 [Acidiphilium cryptum JF-5]
1794,2560,ACI98148.1,31.61,4,0,0,0,0,4,,,,,9.44E5,1,1,0,0,0,0,1,,24945,ribosomal protein S3 [Rhodospirillum centenum SW]
440,3073,WP_012843762,31.59,1,0,0,0,0,0,,,,,,2,0,0,0,1,2,0,,167278,glutamate synthase Rhodothermus marinus
1010,8613,ETNP_120,31.55,4,0,0,3,4,0,,,6.16E5,3.87E5,,2,2,0,0,1,1,0,,36805,Calcium-transporting ATPase
637,3220,Flavovirus_FBAKDGPJ_05670,31.52,1,0,0,0,0,0,,,,,,2,0,1,0,0,0,1,,182647,hypothetical protein
687,6388,XP_003074214,31.48,1,0,0,0,0,0,,,,,,2,0,1,1,0,0,0,,134454,enolase ISS  Ostreococcus tauri
1048,20419,EJK54988,31.48,1,0,0,1,0,0,,,,,,2,0,0,0,2,0,0,,194194,hypothetical protein THAOC_25335  Thalassiosira oceanica
1091,9673,NP_85,31.41,3,0,0,1,2,0,,,,,,2,0,0,0,1,1,0,,48171,Adenosylhomocysteinase
1091,9674,NP_300,31.41,3,0,0,1,2,0,,,,,,2,0,0,0,1,1,0,,48201,Adenosylhomocysteinase
879,6625,CAN97576.1,31.33,2,1,0,1,0,0,,,,,,2,0,1,0,1,0,0,,66300,Glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [Sorangium cellulosum So ce56]
718,4114,ETNP_120,31.32,3,0,0,3,0,0,,,,,,2,0,0,0,2,0,0,,41605,Phenylalanine--tRNA ligase alpha subunit
994,7721,WP_009604460,31.29,1,0,0,0,0,1,,,,,,2,0,0,0,1,0,1,,125873,chromosome segregation protein SMC SAR116 cluster alpha proteobacterium HIMB100
755,9985,EDP96512.1,31.27,1,0,0,1,0,0,,,,,,2,0,0,0,2,0,0,,163244,hypothetical protein KAOT1_03847 [Kordia algicida OT-1]
635,3055,ACB25814.1,31.26,2,0,0,0,2,0,,,,0E0,,2,1,0,0,0,2,0,,153094,DNA-directed RNA polymerase  beta subunit [Methylobacterium radiotolerans JCM 2831]
604,3921,XP_003059811,31.22,1,0,0,0,1,0,,,,2.28E6,,2,1,0,0,1,1,0,,181420,predicted protein  Micromonas pusilla CCMP1545
2542,2472,XP_002178209,31.17,3,0,0,0,3,0,,,,2.77E5,,1,1,0,0,0,1,0,,36495,predicted protein  Phaeodactylum tricornutum CCAP 1055
562,3536,virus_CCADEAMM_29362,31.10,1,0,0,1,0,0,,,8.7E5,,,2,2,0,0,2,0,0,,189422,hypothetical protein
846,3084,ETNP_180,31.06,7,0,0,0,4,4,,,,,,2,0,0,0,0,1,1,Oxidation (M),26793,Electron transfer flavoprotein subunit beta
846,3085,ETNP_160,31.06,7,0,0,0,4,4,,,,,,2,0,0,0,0,1,1,Oxidation (M),26793,Electron transfer flavoprotein subunit beta
846,3122,ETNP_120,31.06,7,0,0,0,4,4,,,,,,2,0,0,0,0,1,1,Oxidation (M),26665,Electron transfer flavoprotein subunit beta
846,3160,NP_300,31.06,7,0,0,0,4,4,,,,,,2,0,0,0,0,1,1,Oxidation (M),26823,Electron transfer flavoprotein subunit beta
846,6469,ETNP14_68,31.06,7,0,0,0,4,4,,,,,,2,0,0,0,0,1,1,Oxidation (M),27072,Electron transfer flavoprotein subunit beta
1793,2248,ETNP_140,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,38940,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2249,ETNP_120,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,49896,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2250,ETNP_160,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,57484,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2251,ETNP_180,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,57484,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2252,ETNP_120,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,57494,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2253,ETNP_120,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,57484,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2254,ETNP_300,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,57484,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2474,ETNP_100,31.02,3,0,0,0,3,0,,,,1.21E5,,1,1,0,0,0,1,0,,29947,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2477,ETNP_150,31.02,3,0,0,0,3,0,,,,1.21E5,,1,1,0,0,0,1,0,,29469,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2480,WP_010203100.1,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,57417,acetyl-CoA carboxylase subunit beta [Salinibacterium sp. PAMC 21357]
1793,2481,WP_009772601.1,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,57451,acetyl-CoA carboxylase subunit beta [marine actinobacterium PHSC20C1]
1793,2524,ETNP_100,31.02,6,0,0,0,6,0,,,,1.21E5,,1,1,0,0,0,1,0,,17041,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2525,ETNP14_68,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,47995,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2526,ETNP14_68,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,51799,putative propionyl-CoA carboxylase beta chain 5
1793,2527,SAR202_JMBHMLPD,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,58535,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2528,SAR202_JMBHMLPD,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,58435,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2529,ETNP14_120,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,58617,Methylmalonyl-CoA carboxyltransferase 12S subunit
1793,2530,ETNP14_120,31.02,2,0,0,0,2,0,,,,1.21E5,,1,1,0,0,0,1,0,,57700,Methylmalonyl-CoA carboxyltransferase 12S subunit
688,6443,XP_003054815,31.00,1,0,0,1,0,0,,,0E0,,,2,1,0,0,2,0,0,,183377,predicted protein  Micromonas pusilla CCMP1545
670,13598,ETNP_120,30.99,5,0,0,5,0,0,,,,,,2,0,0,0,2,0,0,,21232,hypothetical protein
1085,3422,ETNP_300,30.98,6,0,0,0,4,3,,,,5.61E5,1.03E5,2,2,0,0,0,1,1,,44224,Macrolide export protein MacA
1085,3423,ETNP_180,30.98,6,0,0,0,4,3,,,,5.61E5,1.03E5,2,2,0,0,0,1,1,,44176,Macrolide export protein MacA
771,2947,WP_013962341,30.96,2,0,0,0,2,0,,,,9.44E5,,2,1,0,0,1,1,0,Carbamidomethylation; Oxidation (M),122976,MFS transporter Roseobacter litoralis
578,4908,EJK45331,30.88,1,0,0,0,1,0,,,,7.69E4,,2,1,0,0,1,1,0,Carbamidomethylation,244543,hypothetical protein THAOC_36056  Thalassiosira oceanica
1579,1918,ETNP14_68,30.87,2,0,0,0,2,0,,,,3.39E4,,1,1,0,0,0,1,0,,49033,NAD(P)-specific glutamate dehydrogenase
1579,2272,ETNP14_120,30.87,2,0,0,0,2,0,,,,3.39E4,,1,1,0,0,0,1,0,,43257,NAD(P)-specific glutamate dehydrogenase
1579,2467,ETNP14_68,30.87,2,0,0,0,2,0,,,,3.39E4,,1,1,0,0,0,1,0,,42756,NAD(P)-specific glutamate dehydrogenase
708,2924,XP_003057901,30.87,2,0,0,0,1,0,,,,3.59E5,,2,1,0,0,1,1,0,,133308,predicted protein  Micromonas pusilla CCMP1545
988,7189,WP_019307209,30.83,2,1,0,1,0,0,4.04E4,,,,,2,1,1,0,1,0,0,,54391,pyridine nucleotide-disulfide oxidoreductase SAR324 cluster bacterium SCGC AAA240-J09
966,4284,WP_038546193,30.76,2,0,0,0,2,0,,,,1.45E6,,2,1,0,0,0,2,0,,122387,DNA-directed RNA polymerase subunit beta Synechococcus sp KORDI-100
733,5099,ETNP14_68,30.65,2,0,0,2,0,0,,,1.24E6,,,2,1,0,0,2,0,0,,93456,hypothetical protein
913,17813,ETNP_120,30.63,2,0,0,2,0,0,,,,,,2,0,0,0,2,0,0,,54464,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
741,5736,WP_013263071,30.57,1,0,0,1,0,0,,,,,,2,0,0,0,2,0,0,,116671,hypothetical protein gamma proteobacterium HdN1
1146,19272,ETNP_300,30.51,2,1,0,1,0,0,,,,,,2,0,1,0,1,0,0,,65560,putative oxidoreductase YdhV
1024,9312,WP_038138934.1,30.49,1,1,0,1,0,0,,,,,,2,0,1,0,1,0,0,,93376,glycogen/starch/alpha-glucan family phosphorylase [Verrucomicrobia bacterium SCGC AAA168-F10]
1024,9510,WP_084732480.1,30.49,1,1,0,1,0,0,,,,,,2,0,1,0,1,0,0,,99247,glycogen/starch/alpha-glucan family phosphorylase [Verrucomicrobia bacterium SCGC AAA168-F10]
828,16524,Verrucomicrobia_HGEPPPGB_01002,30.42,1,0,0,1,0,0,,,,,,2,0,0,0,2,0,0,,158076,hypothetical protein
641,3925,virus_CCADEAMM_35651,30.39,1,0,0,1,0,0,,,2.75E5,,,2,1,0,0,2,0,0,,255095,hypothetical protein
615,2884,EJK72149,30.39,1,0,0,0,1,0,,,,4.79E5,,2,1,0,0,1,1,0,,161828,hypothetical protein THAOC_06351  Thalassiosira oceanica
677,4164,ETNP14_68,30.34,1,0,0,1,0,0,,,,,,2,0,0,0,2,0,0,,131506,Chromosome partition protein Smc
677,4165,ETNP_120,30.34,1,0,0,1,0,0,,,,,,2,0,0,0,2,0,0,,131460,Chromosome partition protein Smc
272,7480,EJK65254,30.33,3,3,3,3,0,0,9.74E5,6.2E4,4.72E6,,,1,1,1,1,3,0,0,,40079,hypothetical protein THAOC_13906 partial  Thalassiosira oceanica
1093,9955,ETNP_160,30.31,3,2,0,1,0,0,3.87E4,,,,,2,1,1,0,1,0,0,,40936,hypothetical protein
1581,2323,ETNP_120,30.29,1,0,0,0,1,0,,,,4.86E6,,1,1,0,0,0,1,0,,83294,Soluble lytic murein transglycosylase precursor
1581,2367,ETNP14_120,30.29,1,0,0,0,1,0,,,,4.86E6,,1,1,0,0,0,1,0,,83380,Soluble lytic murein transglycosylase precursor
1581,2523,WP_007231188,30.29,2,0,0,0,2,0,,,,4.86E6,,1,1,0,0,0,1,0,,49882,adenosylhomocysteinase gamma proteobacterium HTCC2207
1581,2590,ETNP_300,30.29,9,0,0,0,9,0,,,,4.86E6,,1,1,0,0,0,1,0,,10753,putative ABC transporter ATP-binding protein YlmA
1581,2597,ETNP_120,30.29,3,0,0,0,3,0,,,,4.86E6,,1,1,0,0,0,1,0,,28253,putative ABC transporter ATP-binding protein YlmA
1581,2598,ETNP_180,30.29,3,0,0,0,3,0,,,,4.86E6,,1,1,0,0,0,1,0,,28253,putative ABC transporter ATP-binding protein YlmA
1581,2599,ETNP_120,30.29,3,0,0,0,3,0,,,,4.86E6,,1,1,0,0,0,1,0,,28253,putative ABC transporter ATP-binding protein YlmA
1581,2600,ETNP_140,30.29,3,0,0,0,3,0,,,,4.86E6,,1,1,0,0,0,1,0,,28253,putative ABC transporter ATP-binding protein YlmA
1581,2601,ETNP_160,30.29,3,0,0,0,3,0,,,,4.86E6,,1,1,0,0,0,1,0,,28253,putative ABC transporter ATP-binding protein YlmA
962,3172,ETNP_120,30.26,2,0,0,0,1,0,,,,8.22E4,,2,1,0,0,1,1,0,,119136,Aerobic cobaltochelatase subunit CobN
461,4502,ETNP_180,30.26,10,3,0,7,0,0,8.62E3,,1.69E5,,,3,2,1,0,2,0,0,,27005,hypothetical protein
679,4273,WP_015349634,30.22,3,0,0,1,1,0,,,8.14E5,4.02E4,,2,2,0,0,1,1,0,,73850,HEAT repeat-containing PBS lyase Myxococcus stipitatus
721,4439,ETNP_160,30.21,1,1,0,1,0,0,,,,,,2,0,1,0,1,0,0,,83281,Outer membrane protein assembly factor BamD
924,11223,ETNP_120,30.14,5,2,0,2,0,0,,,,,,2,0,1,0,1,0,0,Oxidation (M),23174,putative ATP synthase YscN
870,5982,WP_039327229,30.14,1,1,0,0,0,1,,,,,,2,0,1,0,0,0,1,,84319,cation-transporting ATPase Candidatus Saccharibacteria oral taxon TM7x
870,5983,AJA06415,30.14,1,1,0,0,0,1,,,,,,2,0,1,0,0,0,1,,84319,cation-transporting ATPase Candidatus Saccharibacteria oral taxon TM7x
648,5059,WP_035334940.1,30.10,1,0,0,1,0,0,,,0E0,,,2,1,0,0,2,0,0,Oxidation (M),128237,transcription-repair coupling factor [Dokdonia sp. PRO95]
775,3462,virus_CCADEAMM_14856,29.97,3,0,0,1,2,0,,,,4.62E5,,2,1,0,0,1,1,0,,82775,hypothetical protein
903,8611,WP_038599321.1,29.97,1,0,0,1,0,0,,,,,,2,0,0,0,2,0,0,,90474,hypothetical protein [Dokdonia sp. MED134]
774,3407,WP_053820021,29.95,3,0,0,0,3,0,,,,,,2,0,0,0,0,2,0,,70165,molecular chaperone HtpG Candidatus Thioglobus singularis
774,8945,NP_300,29.95,3,0,0,0,3,0,,,,,,2,0,0,0,0,2,0,,70268,Chaperone protein HtpG
1109,11242,ETNP14_68,29.93,9,0,0,9,0,0,,,1.33E5,,,2,1,0,0,2,0,0,,18377,ATP synthase subunit b
855,4080,KKW03352,29.87,3,0,0,3,0,0,,,2.14E5,,,2,1,0,0,2,0,0,Oxidation (M),68934,Chaperone protein DnaK Candidatus Saccharibacteria bacterium GW2011_GWC2_48_9
855,4221,AHB42066,29.87,3,0,0,3,0,0,,,2.14E5,,,2,1,0,0,2,0,0,Oxidation (M),68598,Chaperone protein DnaK Candidatus Saccharibacteria bacterium RAAC3_TM7_1
855,4222,WP_023793452,29.87,3,0,0,3,0,0,,,2.14E5,,,2,1,0,0,2,0,0,Oxidation (M),68598,molecular chaperone DnaK Candidatus Saccharibacteria bacterium RAAC3_TM7_1
1040,12701,WP_048119426,29.83,2,0,0,1,1,0,,,,,,2,0,0,0,1,1,0,,46536,potassium transporter Kef Candidatus Nitrosopumilus sp NF5
747,6478,ETNP_180,29.76,1,0,0,0,0,0,,,,,,2,0,1,0,0,0,1,,171041,Multidrug resistance protein MdtC
952,2619,WP_013749980.1,29.65,3,0,0,0,3,0,,,,1.17E3,,1,1,0,0,0,2,0,,38988,class II fructose-bisphosphate aldolase [Dokdonia sp. 4H-3-7-5]
952,2620,WP_021778358.1,29.65,3,0,0,0,3,0,,,,1.17E3,,1,1,0,0,0,2,0,,38883,MULTISPECIES: class II fructose-bisphosphate aldolase [Dokdonia]
952,2621,WP_035334372.1,29.65,3,0,0,0,3,0,,,,1.17E3,,1,1,0,0,0,2,0,,38927,class II fructose-bisphosphate aldolase [Dokdonia sp. PRO95]
893,7649,ACL64265.1,29.64,1,1,0,0,1,0,,,,,,2,0,1,0,0,1,0,,94980,glycogen/starch/alpha-glucan phosphorylase [Anaeromyxobacter dehalogenans 2CP-1]
893,7651,WP_015405505,29.64,1,1,0,0,1,0,,,,,,2,0,1,0,0,1,0,,94612,glycogenstarchalpha-glucan phosphorylase Desulfocapsa sulfexigens
1007,8434,ETNP14_120,29.61,4,0,0,4,0,0,,,2.25E3,,,2,1,0,0,2,0,0,Oxidation (M),61213,Elongation factor G
1011,8632,WP_015404804,29.61,2,1,0,1,0,0,,,,,,2,0,1,0,1,0,0,,62462,adenine deaminase Desulfocapsa sulfexigens
757,32210,virus_CCADEAMM_38021,29.58,0,0,0,0,0,0,,,,,,2,0,0,0,2,0,0,,301789,hypothetical protein
2893,2632,EJK72620,29.53,4,0,0,0,4,0,,,,2.58E6,,1,1,0,0,0,1,0,,27247,hypothetical protein THAOC_05832  Thalassiosira oceanica
693,9256,ETNP14_120,29.52,1,0,0,0,1,0,,,,4.18E5,,2,1,0,0,1,1,0,,132294,DNA polymerase III subunit alpha
2894,2633,XP_002181086,29.52,2,0,0,0,2,0,,,,6.34E4,,1,1,0,0,0,1,0,,45487,predicted protein partial  Phaeodactylum tricornutum CCAP 1055
683,6263,CAK22634.1,29.50,1,1,0,1,0,0,,,,,,2,0,1,0,1,0,0,,95186,Glycosyltransferase of family GT35; probable glycogen phosphorylase [Synechococcus sp. WH 7803]
546,3543,WP_015349483,29.50,1,0,0,0,1,0,,,0E0,0E0,,2,2,0,0,1,1,0,Oxidation (M),408560,non-ribosomal peptide synthetase Myxococcus stipitatus
2899,2802,ETNP_120,29.47,2,0,0,0,0,2,,,,,3.98E4,1,1,0,0,0,0,1,,43312,Dihydropteroate synthase
1582,2364,ETNP_120,29.42,1,0,0,0,1,0,,,,1.63E6,,1,1,0,0,0,1,0,,188045,Adhesin YadA precursor
1582,2635,ETNP_100,29.42,4,0,0,0,4,0,,,,1.63E6,,1,1,0,0,0,1,0,,34826,hypothetical protein
454,2409,ETNP_300,29.38,2,0,0,0,2,2,,,,7.67E5,5.73E4,1,1,0,0,0,2,1,,43685,Region in Clathrin and VPS
2895,2637,ETNP_120,29.37,3,0,0,0,3,0,,,,4.03E5,,1,1,0,0,0,1,0,,32906,hypothetical protein
608,5806,virus_CCADEAMM_11479,29.36,1,0,0,1,0,0,,,2.68E5,,,2,1,0,0,2,0,0,Oxidation (M),299150,hypothetical protein
608,5807,virus_CCADEAMM_11377,29.36,1,0,0,1,0,0,,,2.68E5,,,2,1,0,0,2,0,0,Oxidation (M),305003,hypothetical protein
2545,2563,WP_011589884.1,29.34,2,0,0,0,2,0,,,,1.8E6,,1,1,0,0,0,1,0,,40712,MULTISPECIES: phosphoglycerate kinase [Alcanivorax]
1105,11040,ETNP_300,29.31,7,2,0,5,0,0,,,1.33E5,,,2,1,1,0,1,0,0,,24150,hypothetical protein
1153,30520,WP_009781387.1,29.29,1,0,0,1,0,0,,,,,,2,0,0,0,2,0,0,,91539,excinuclease ABC subunit A [Leeuwenhoekiella blandensis]
854,3954,SAR202_JMBHMLPD,29.27,3,0,0,1,0,2,,,,,7.28E5,2,1,0,0,1,0,1,,50093,Glutamine synthetase 2
854,3955,SAR202_JMBHMLPD,29.27,3,0,0,1,0,2,,,,,7.28E5,2,1,0,0,1,0,1,,49994,Glutamine synthetase 2
792,5058,ETNP14_120,29.20,1,0,0,1,0,0,,,,,,2,0,0,0,2,0,0,,95743,Zinc carboxypeptidase
488,3934,XP_003074437,29.19,5,3,0,0,3,0,2.96E4,,,0E0,,3,2,2,0,0,1,0,Oxidation (M),53389,mitochondrial substrate carrier family protein ISS  Ostreococcus tauri
