,ProteinID,Alignments_x,SpecCounts_x,Unique_x,Coverage_x,Protein description_x,Alignments_y,SpecCounts_y,Unique_y,Coverage_y,Protein description_y
700,PMM1129,1.0,2.0,1.0,0.131,| PMM1129 | Notch domain-containing protein1210.131| PMM1129 | Notch domain-containing protein,2.0,3.0,2.0,0.131,| PMM1129 | Notch domain-containing protein
701,PMM1131,4.0,4.0,4.0,0.361,| PMM1131 | hypothetical protein4440.361| PMM1131 | hypothetical protein,5.0,5.0,5.0,0.361,| PMM1131 | hypothetical protein
702,PMM1132,1.0,1.0,1.0,0.013999999999999999,| PMM1132 | hypothetical protein1110.014| PMM1132 | hypothetical protein,1.0,1.0,1.0,0.013999999999999999,| PMM1132 | hypothetical protein
703,PMM1137,1.0,1.0,1.0,0.061,| PMM1137 | cytochrome b(C-terminal)/b6/petD1110.061| PMM1137 | cytochrome b(C-terminal)/b6/petD,1.0,1.0,1.0,0.061,| PMM1137 | cytochrome b(C-terminal)/b6/petD
704,PMM1138,1.0,1.0,1.0,0.027999999999999997,| PMM1138 | GTP-dependent nucleic acid-binding protein EngD1110.028| PMM1138 | GTP-dependent nucleic acid-binding protein EngD,,,,,
705,PMM1139,7.0,7.0,7.0,0.153,| PMM1139 | membrane fusion protein7770.153| PMM1139 | membrane fusion protein,6.0,6.0,6.0,0.139,| PMM1139 | membrane fusion protein
706,PMM1140,1.0,1.0,1.0,0.009000000000000001,| polA | DNA polymerase I1110.009| polA | DNA polymerase I,6.0,6.0,5.0,0.065,| polA | DNA polymerase I
707,PMM1142,2.0,2.0,2.0,0.059000000000000004,| dxr | 1-deoxy-D-xylulose 5-phosphate reductoisomerase2220.059| dxr | 1-deoxy-D-xylulose 5-phosphate reductoisomerase,,,,,
708,PMM1145,4.0,5.0,4.0,0.059000000000000004,| pntB | putative nicotinamide nucleotide transhydrogenase4540.059| pntB | putative nicotinamide nucleotide transhydrogenase,2.0,2.0,2.0,0.036000000000000004,| pntB | putative nicotinamide nucleotide transhydrogenase subunit beta
709,PMM1147,5.0,6.0,5.0,0.10099999999999999,| pntA-1 | putative nicotinamide nucleotide transhydrogenase5650.101| pntA-1 | putative nicotinamide nucleotide transhydrogenase,8.0,11.0,8.0,0.223,| pntA-1 | putative nicotinamide nucleotide transhydrogenase subunit alpha 1 (A1)
710,PMM1148,2.0,2.0,2.0,0.099,| PMM1148 | EF-1 guanine nucleotide exchange doma2220.099| PMM1148 | EF-1 guanine nucleotide exchange doma,1.0,1.0,1.0,0.042,| PMM1148 | EF-1 guanine nucleotide exchange doma
711,PMM1150,2.0,2.0,2.0,0.044000000000000004,| PMM1150 | putative thioredoxin reductase2220.044| PMM1150 | putative thioredoxin reductase,4.0,4.0,4.0,0.07,| PMM1150 | putative thioredoxin reductase
712,PMM1152,10.0,11.0,9.0,0.281,| ycf39 | putative chaperon-like protein for quinone binding in photosystem II101190.281| ycf39 | putative chaperon-like protein for quinone binding in photosystem II,13.0,14.0,12.0,0.331,| ycf39 | putative chaperon-like protein for quinone binding in photosystem II
713,PMM1153,1.0,1.0,1.0,0.021,| PMM1153 | putative alpha/beta hydrolase superfamily protein1110.021| PMM1153 | putative alpha/beta hydrolase superfamily protein,2.0,2.0,2.0,0.040999999999999995,| PMM1153 | putative alpha/beta hydrolase superfamily protein
714,PMM1154,3.0,3.0,3.0,0.126,| ilvH | acetolactate synthase 3 regulatory subunit3330.126| ilvH | acetolactate synthase 3 regulatory subunit,1.0,1.0,1.0,0.069,| ilvH | acetolactate synthase 3 regulatory subunit
715,PMM1156,4.0,6.0,3.0,0.141,| PMM1156 | photosystem I assembly protein Ycf44630.141| PMM1156 | photosystem I assembly protein Ycf4,3.0,5.0,3.0,0.141,| PMM1156 | photosystem I assembly protein Ycf4
716,PMM1157,8.0,10.0,8.0,0.14,| psbD | photosystem II PsbD protein (D2)81080.14| psbD | photosystem II PsbD protein (D2),5.0,7.0,5.0,0.08900000000000001,| psbD | photosystem II PsbD protein (D2)
717,PMM1158,8.0,12.0,7.0,0.163,| psbC | photosystem II PsbC protein (CP43)81270.163| psbC | photosystem II PsbC protein (CP43),10.0,15.0,9.0,0.18,| psbC | photosystem II PsbC protein (CP43)
718,PMM1160,1.0,1.0,1.0,0.013999999999999999,| cobB | cobyric acid synthase1110.014| cobB | cobyric acid synthase,2.0,2.0,2.0,0.049,| cobB | cobyric acid synthase
719,PMM1164,1.0,1.0,1.0,0.038,| futA | putative iron ABC transporter1110.038| futA | putative iron ABC transporter,2.0,3.0,2.0,0.07400000000000001,| futA | putative iron ABC transporter substrate binding protein
720,PMM1165,4.0,5.0,4.0,0.166,| glyQ | glycyl-tRNA synthetase subunit alpha4540.166| glyQ | glycyl-tRNA synthetase subunit alpha,6.0,7.0,6.0,0.23199999999999998,| glyQ | glycyl-tRNA synthetase subunit alpha
721,PMM1166,2.0,2.0,2.0,0.147,| PMM1166 | hypothetical protein2220.147| PMM1166 | hypothetical protein,3.0,3.0,3.0,0.233,| PMM1166 | hypothetical protein
722,PMM1169,1.0,1.0,1.0,0.12300000000000001,| PMM1169 | hypothetical protein1110.123| PMM1169 | hypothetical protein,,,,,
723,PMM1170,3.0,3.0,3.0,0.12,| PMM1170 | hypothetical protein3330.12| PMM1170 | hypothetical protein,2.0,2.0,2.0,0.09300000000000001,| PMM1170 | hypothetical protein
724,PMM1171,9.0,13.0,9.0,0.31,| isiB | flavodoxin FldA91390.31| isiB | flavodoxin FldA,6.0,11.0,5.0,0.33299999999999996,| isiB | flavodoxin FldA
725,PMM1174,1.0,1.0,1.0,0.081,| PMM1174 | hypothetical protein1110.081| PMM1174 | hypothetical protein,,,,,
726,PMM1177,1.0,1.0,1.0,0.017,| PMM1177 | hypothetical protein1110.017| PMM1177 | hypothetical protein,,,,,
727,PMM1179,1.0,1.0,1.0,0.022000000000000002,| PMM1179 | SMR family transporter PecM1110.022| PMM1179 | SMR family transporter PecM,,,,,
728,PMM1180,5.0,7.0,5.0,0.156,| sppA | signal peptide peptidase SppA (protease IV)5750.156| sppA | signal peptide peptidase SppA (protease IV),4.0,7.0,4.0,0.134,| sppA | signal peptide peptidase SppA (protease IV)
729,PMM1181,1.0,1.0,1.0,0.087,| tyrA | chorismate mutase1110.087| tyrA | chorismate mutase,1.0,1.0,1.0,0.087,| tyrA | chorismate mutase
730,PMM1182,3.0,3.0,3.0,0.094,| PMM1182 | hypothetical protein3330.094| PMM1182 | hypothetical protein,4.0,4.0,4.0,0.094,| PMM1182 | hypothetical protein
731,PMM1185,2.0,3.0,2.0,0.19699999999999998,| PMM1185 | hypothetical protein2320.197| PMM1185 | hypothetical protein,2.0,3.0,2.0,0.182,| PMM1185 | hypothetical protein
732,PMM1186,4.0,5.0,4.0,0.092,| PMM1186 | putative inner membrane protein translocase component YidC4540.092| PMM1186 | putative inner membrane protein translocase component YidC,4.0,5.0,4.0,0.092,| PMM1186 | putative inner membrane protein translocase component YidC
733,PMM1187,2.0,2.0,2.0,0.033,| PMM1187 | hypothetical protein2220.033| PMM1187 | hypothetical protein,2.0,2.0,2.0,0.033,| PMM1187 | hypothetical protein
734,PMM1189,2.0,2.0,2.0,0.07200000000000001,| PMM1189 | hypothetical protein2220.072| PMM1189 | hypothetical protein,2.0,2.0,2.0,0.067,| PMM1189 | hypothetical protein
735,PMM1190,2.0,2.0,2.0,0.1,| rpsN | 30S ribosomal protein S142220.1| rpsN | 30S ribosomal protein S14,1.0,1.0,1.0,0.07,| rpsN | 30S ribosomal protein S14
736,PMM1191,12.0,13.0,12.0,0.155,| pnp | polynucleotide phosphorylase/polyadenylase1213120.155| pnp | polynucleotide phosphorylase/polyadenylase,10.0,13.0,9.0,0.135,| pnp | polynucleotide phosphorylase/polyadenylase
737,PMM1192,1.0,1.0,1.0,0.028999999999999998,| PMM1192 | 3'-phosphoadenosine-5'-phosphosulfate (PAPS) 3'-phosphatase1110.029| PMM1192 | 3'-phosphoadenosine-5'-phosphosulfate (PAPS) 3'-phosphatase,,,,,
738,PMM1193,3.0,3.0,3.0,0.098,| PMM1193 | putative tetrapyrrole methylase family protein3330.098| PMM1193 | putative tetrapyrrole methylase family protein,3.0,3.0,3.0,0.098,| PMM1193 | putative tetrapyrrole methylase family protein
739,PMM1196,11.0,14.0,11.0,0.19399999999999998,| manC | GDP-mannose pyrophosphorylase1114110.194| manC | GDP-mannose pyrophosphorylase,13.0,15.0,13.0,0.256,| manC | GDP-mannose pyrophosphorylase
740,PMM1197,2.0,2.0,2.0,0.051,| PMM1197 | hypothetical protein2220.051| PMM1197 | hypothetical protein,2.0,2.0,2.0,0.042,| PMM1197 | hypothetical protein
741,PMM1200,5.0,5.0,5.0,0.11,| PMM1200 | glycosyl transferase family protein5550.11| PMM1200 | glycosyl transferase family protein,6.0,6.0,6.0,0.142,| PMM1200 | glycosyl transferase family protein
742,PMM1201,3.0,3.0,3.0,0.08,| PMM1201 | putative CDP-tyvelose-2-epimerase (RfbE)3330.08| PMM1201 | putative CDP-tyvelose-2-epimerase (RfbE),4.0,4.0,4.0,0.1,| PMM1201 | putative CDP-tyvelose-2-epimerase (RfbE)
743,PMM1202,1.0,1.0,1.0,0.035,| PMM1202 | nucleoside-diphosphate-sugar epimerase1110.035| PMM1202 | nucleoside-diphosphate-sugar epimerase,3.0,3.0,3.0,0.102,| PMM1202 | nucleoside-diphosphate-sugar epimerase
744,PMM1203,4.0,4.0,4.0,0.075,| rfbG | CDP-glucose 44440.075| rfbG | CDP-glucose 4,4.0,5.0,4.0,0.08900000000000001,| rfbG | CDP-glucose 46-dehydratase
745,PMM1204,3.0,3.0,3.0,0.098,| ddhA | glucose-1-phosphate cytidylyltransferase3330.098| ddhA | glucose-1-phosphate cytidylyltransferase,3.0,3.0,3.0,0.098,| ddhA | glucose-1-phosphate cytidylyltransferase
746,PMM1205,4.0,4.0,4.0,0.09,| PMM1205 | NDP-hexose 34440.09| PMM1205 | NDP-hexose 3,4.0,4.0,4.0,0.085,| PMM1205 | NDP-hexose 34-dehydratase
747,PMM1206,2.0,3.0,2.0,0.035,| PMM1206 | hypothetical protein2320.035| PMM1206 | hypothetical protein,1.0,1.0,1.0,0.015,| PMM1206 | hypothetical protein
748,PMM1209,3.0,3.0,3.0,0.08800000000000001,| galE | UDP-glucose-4-epimerase3330.088| galE | UDP-glucose-4-epimerase,4.0,4.0,4.0,0.08800000000000001,| galE | UDP-glucose-4-epimerase
749,PMM1210,2.0,2.0,2.0,0.062,| PMM1210 | putative nucleotide sugar epimerase2220.062| PMM1210 | putative nucleotide sugar epimerase,1.0,1.0,1.0,0.028999999999999998,| PMM1210 | putative nucleotide sugar epimerase
750,PMM1213,1.0,1.0,1.0,0.023,| PMM1213 | glycosyl transferase group 11110.023| PMM1213 | glycosyl transferase group 1,3.0,3.0,3.0,0.091,| PMM1213 | glycosyl transferase group 1
751,PMM1215,5.0,5.0,5.0,0.091,| PMM1215 | hypothetical protein5550.091| PMM1215 | hypothetical protein,2.0,2.0,2.0,0.047,| PMM1215 | hypothetical protein
752,PMM1216,2.0,2.0,2.0,0.075,| PMM1216 | putative sugar-phosphate nucleotidyl transferase2220.075| PMM1216 | putative sugar-phosphate nucleotidyl transferase,,,,,
753,PMM1217,3.0,3.0,3.0,0.16699999999999998,| PMM1217 | putative phosphoheptose isomerase3330.167| PMM1217 | putative phosphoheptose isomerase,4.0,4.0,4.0,0.212,| PMM1217 | putative phosphoheptose isomerase
754,PMM1218,1.0,1.0,1.0,0.016,| rfaE | putative ADP-heptose synthase1110.016| rfaE | putative ADP-heptose synthase,1.0,1.0,1.0,0.027999999999999997,| rfaE | putative ADP-heptose synthase
755,PMM1219,1.0,3.0,1.0,0.025,| PMM1219 | putative nucleoside-diphosphate sugar epimerase1310.025| PMM1219 | putative nucleoside-diphosphate sugar epimerase,3.0,4.0,3.0,0.121,| PMM1219 | putative nucleoside-diphosphate sugar epimerase
756,PMM1220,1.0,1.0,1.0,0.022000000000000002,| PMM1220 | putative glycosyl transferase1110.022| PMM1220 | putative glycosyl transferase,,,,,
757,PMM1221,2.0,2.0,2.0,0.046,| PMM1221 | glycosyl transferase2220.046| PMM1221 | glycosyl transferase,2.0,2.0,2.0,0.046,| PMM1221 | glycosyl transferase group 1
758,PMM1222,2.0,2.0,2.0,0.067,| PMM1222 | glycosyl transferase2220.067| PMM1222 | glycosyl transferase,3.0,3.0,3.0,0.086,| PMM1222 | glycosyl transferase
759,PMM1224,5.0,5.0,5.0,0.12300000000000001,| gumB | putative polysaccharide export protein5550.123| gumB | putative polysaccharide export protein,7.0,7.0,7.0,0.12300000000000001,| gumB | putative polysaccharide export protein
760,PMM1225,7.0,7.0,7.0,0.121,| PMM1225 | hypothetical protein7770.121| PMM1225 | hypothetical protein,8.0,8.0,8.0,0.146,| PMM1225 | hypothetical protein
761,PMM1227,1.0,1.0,1.0,0.031,| PMM1227 | putative UDP-N-acetylglucosamine-1-phosphate transferase1110.031| PMM1227 | putative UDP-N-acetylglucosamine-1-phosphate transferase,2.0,2.0,2.0,0.031,| PMM1227 | putative UDP-N-acetylglucosamine-1-phosphate transferase
762,PMM1228,4.0,5.0,4.0,0.067,| PMM1228 | hypothetical protein4540.067| PMM1228 | hypothetical protein,4.0,5.0,4.0,0.067,| PMM1228 | hypothetical protein
763,PMM1229,3.0,3.0,3.0,0.11699999999999999,| PMM1229 | dehydrogenase3330.117| PMM1229 | dehydrogenase,2.0,2.0,2.0,0.071,| PMM1229 | dehydrogenase E1 component
764,PMM1230,2.0,2.0,2.0,0.052000000000000005,| PMM1230 | dehydrogenase E1 component beta subunit2220.052| PMM1230 | dehydrogenase E1 component beta subunit,3.0,3.0,3.0,0.057999999999999996,| PMM1230 | dehydrogenase E1 component beta subunit
765,PMM1231,3.0,3.0,3.0,0.09300000000000001,| PMM1231 | hypothetical protein3330.093| PMM1231 | hypothetical protein,2.0,2.0,2.0,0.053,| PMM1231 | hypothetical protein
766,PMM1232,6.0,6.0,6.0,0.146,| PMM1232 | methyltransferase6660.146| PMM1232 | methyltransferase,7.0,7.0,7.0,0.177,| PMM1232 | methyltransferase
767,PMM1233,2.0,2.0,2.0,0.07200000000000001,| rfbD | putative dTDP-4-dehydrorhamnose reductase2220.072| rfbD | putative dTDP-4-dehydrorhamnose reductase,2.0,2.0,2.0,0.065,| rfbD | putative dTDP-4-dehydrorhamnose reductase
768,PMM1234,2.0,3.0,2.0,0.061,| PMM1234 | zinc-containing alcohol dehydrogenase superfamily protein2320.061| PMM1234 | zinc-containing alcohol dehydrogenase superfamily protein,4.0,4.0,4.0,0.09300000000000001,| PMM1234 | zinc-containing alcohol dehydrogenase superfamily protein
769,PMM1235,5.0,5.0,5.0,0.159,| PMM1235 | hypothetical protein5550.159| PMM1235 | hypothetical protein,5.0,6.0,5.0,0.098,| PMM1235 | hypothetical protein
770,PMM1236,1.0,1.0,1.0,0.039,| PMM1236 | hypothetical protein1110.039| PMM1236 | hypothetical protein,3.0,3.0,3.0,0.11800000000000001,| PMM1236 | hypothetical protein
771,PMM1237,7.0,10.0,7.0,0.35100000000000003,| PMM1237 | hypothetical protein71070.351| PMM1237 | hypothetical protein,6.0,9.0,6.0,0.337,| PMM1237 | hypothetical protein
772,PMM1239,6.0,6.0,6.0,0.099,| hetA | ABC transporter6660.099| hetA | ABC transporter,5.0,5.0,5.0,0.08800000000000001,| hetA | ABC transporter
773,PMM1240,1.0,1.0,1.0,0.036000000000000004,| PMM1240 | methyltransferase1110.036| PMM1240 | methyltransferase,2.0,2.0,2.0,0.07200000000000001,| PMM1240 | methyltransferase
774,PMM1241,1.0,1.0,1.0,0.035,| PMM1241 | hypothetical protein1110.035| PMM1241 | hypothetical protein,1.0,1.0,1.0,0.035,| PMM1241 | hypothetical protein
775,PMM1243,8.0,8.0,8.0,0.27399999999999997,| PMM1243 | methyltransferase8880.274| PMM1243 | methyltransferase,8.0,9.0,8.0,0.217,| PMM1243 | methyltransferase
776,PMM1244,1.0,2.0,1.0,0.115,| PMM1244 | hypothetical protein1210.115| PMM1244 | hypothetical protein,2.0,4.0,2.0,0.25,| PMM1244 | hypothetical protein
777,PMM1246,8.0,8.0,8.0,0.12,| PMM1246 | carbamoyltransferase8880.12| PMM1246 | carbamoyltransferase,4.0,6.0,4.0,0.069,| PMM1246 | carbamoyltransferase
778,PMM1247,13.0,17.0,13.0,0.244,| PMM1247 | hypothetical protein1317130.244| PMM1247 | hypothetical protein,13.0,15.0,13.0,0.272,| PMM1247 | hypothetical protein
779,PMM1249,1.0,1.0,1.0,0.035,| PMM1249 | hypothetical protein1110.035| PMM1249 | hypothetical protein,1.0,1.0,1.0,0.035,| PMM1249 | hypothetical protein
780,PMM1251,3.0,3.0,3.0,0.040999999999999995,| PMM1251 | carbamoyltransferase3330.041| PMM1251 | carbamoyltransferase,4.0,4.0,4.0,0.053,| PMM1251 | carbamoyltransferase
781,PMM1254,1.0,1.0,1.0,0.022000000000000002,| PMM1254 | glycosyl transferase family protein1110.022| PMM1254 | glycosyl transferase family protein,2.0,2.0,2.0,0.046,| PMM1254 | glycosyl transferase family protein
782,PMM1257,2.0,2.0,2.0,0.03,| PMM1257 | dTDP-glucose 42220.03| PMM1257 | dTDP-glucose 4,2.0,2.0,2.0,0.052000000000000005,| PMM1257 | dTDP-glucose 46-dehydratase
783,PMM1258,3.0,3.0,3.0,0.076,| PMM1258 | pyridoxal-phosphate-dependent aminotransferase3330.076| PMM1258 | pyridoxal-phosphate-dependent aminotransferase,7.0,7.0,7.0,0.22,| PMM1258 | pyridoxal-phosphate-dependent aminotransferase
784,PMM1259,4.0,4.0,4.0,0.126,| PMM1259 | pyridoxal-phosphate-dependent aminotransferase4440.126| PMM1259 | pyridoxal-phosphate-dependent aminotransferase,5.0,5.0,5.0,0.152,| PMM1259 | pyridoxal-phosphate-dependent aminotransferase
785,PMM1260,4.0,4.0,4.0,0.125,| PMM1260 | nucleoside-diphosphate-sugar epimerase4440.125| PMM1260 | nucleoside-diphosphate-sugar epimerase,2.0,2.0,2.0,0.048,| PMM1260 | nucleoside-diphosphate-sugar epimerase
786,PMM1261,6.0,7.0,6.0,0.10300000000000001,| ugd | UDP-glucose 6-dehydrogenase6760.103| ugd | UDP-glucose 6-dehydrogenase,5.0,6.0,5.0,0.10300000000000001,| ugd | UDP-glucose 6-dehydrogenase
787,PMM1263,1.0,2.0,1.0,0.026000000000000002,| PMM1263 | ornithine carbamoyltransferase1210.026| PMM1263 | ornithine carbamoyltransferase,4.0,6.0,4.0,0.12,| PMM1263 | ornithine carbamoyltransferase
788,PMM1264,12.0,16.0,12.0,0.203,| ftsH3 | cell division protein FtsH31216120.203| ftsH3 | cell division protein FtsH3,15.0,20.0,15.0,0.182,| ftsH3 | cell division protein FtsH3
789,PMM1265,3.0,3.0,3.0,0.061,| ribD | putative diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino)uracil reductase3330.061| ribD | putative diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino)uracil reductase,2.0,2.0,2.0,0.061,| ribD | putative diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino)uracil reductase
790,PMM1266,4.0,5.0,4.0,0.22899999999999998,| PMM1266 | hypothetical protein4540.229| PMM1266 | hypothetical protein,4.0,4.0,4.0,0.22899999999999998,| PMM1266 | hypothetical protein
791,PMM1269,2.0,2.0,2.0,0.055999999999999994,| ppnK | inorganic polyphosphate/ATP-NAD kinase2220.056| ppnK | inorganic polyphosphate/ATP-NAD kinase,2.0,2.0,2.0,0.055999999999999994,| ppnK | inorganic polyphosphate/ATP-NAD kinase
792,PMM1270,4.0,4.0,3.0,0.125,| pheS | phenylalanyl-tRNA synthetase alpha chain4430.125| pheS | phenylalanyl-tRNA synthetase alpha chain,5.0,5.0,4.0,0.13699999999999998,| pheS | phenylalanyl-tRNA synthetase alpha chain
793,PMM1271,2.0,2.0,1.0,0.059000000000000004,| surE | stationary phase survival protein SurE2210.059| surE | stationary phase survival protein SurE,3.0,3.0,3.0,0.11199999999999999,| surE | stationary phase survival protein SurE
794,PMM1273,1.0,1.0,1.0,0.026000000000000002,| ribF | putative riboflavin kinase/FAD synthase1110.026| ribF | putative riboflavin kinase/FAD synthase,1.0,1.0,1.0,0.026000000000000002,| ribF | putative riboflavin kinase/FAD synthase
795,PMM1274,5.0,5.0,5.0,0.14,| thiE | thiamine-phosphate pyrophosphorylase5550.14| thiE | thiamine-phosphate pyrophosphorylase,6.0,7.0,6.0,0.154,| thiE | thiamine-phosphate pyrophosphorylase
796,PMM1280,4.0,5.0,4.0,0.091,| PMM1280 | putative bifuntional enzyme: tRNA methyltransferase; 2-C-methyl-D-erythritol 24540.091| PMM1280 | putative bifuntional enzyme: tRNA methyltransferase; 2-C-methyl-D-erythritol 2,4.0,4.0,4.0,0.10300000000000001,| PMM1280 | putative bifuntional enzyme: tRNA methyltransferase; 2-C-methyl-D-erythritol 24-cyclodiphosphate synthase
797,PMM1281,2.0,2.0,2.0,0.069,| era | GTP-binding protein Era2220.069| era | GTP-binding protein Era,,,,,
798,PMM1283,1.0,2.0,1.0,0.045,| PMM1283 | integral membrane protein1210.045| PMM1283 | integral membrane protein,1.0,2.0,1.0,0.045,| PMM1283 | integral membrane protein interacts with FtsH
799,PMM1285,1.0,2.0,1.0,0.061,| rpsP | 30S ribosomal protein S161210.061| rpsP | 30S ribosomal protein S16,3.0,3.0,3.0,0.14,| rpsP | 30S ribosomal protein S16
800,PMM1286,7.0,7.0,7.0,0.14300000000000002,| ffh | signal recognition particle protein (SRP54)7770.143| ffh | signal recognition particle protein (SRP54),4.0,4.0,4.0,0.084,| ffh | signal recognition particle protein (SRP54)
801,PMM1287,12.0,15.0,12.0,0.18899999999999997,| PMM1287 | hypothetical protein1215120.189| PMM1287 | hypothetical protein,21.0,24.0,21.0,0.295,| PMM1287 | hypothetical protein
802,PMM1288,8.0,8.0,8.0,0.20600000000000002,| pdhA | pyruvate dehydrogenase E1 alpha subunit8880.206| pdhA | pyruvate dehydrogenase E1 alpha subunit,5.0,6.0,5.0,0.122,| pdhA | pyruvate dehydrogenase E1 alpha subunit
803,PMM1290,2.0,2.0,2.0,0.038,| PMM1290 | hypothetical protein2220.038| PMM1290 | hypothetical protein,,,,,
804,PMM1292,1.0,1.0,1.0,0.02,| PMM1292 | putative apolipoprotein n-acyltransferase1110.02| PMM1292 | putative apolipoprotein n-acyltransferase,1.0,1.0,1.0,0.02,| PMM1292 | putative apolipoprotein n-acyltransferase
805,PMM1293,1.0,1.0,1.0,0.068,| PMM1293 | FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase)1110.068| PMM1293 | FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase),1.0,1.0,1.0,0.057999999999999996,| PMM1293 | FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase)
806,PMM1294,7.0,9.0,7.0,0.237,| PMM1294 | putative nickel-containing superoxide dismutase precursor (NISOD)7970.237| PMM1294 | putative nickel-containing superoxide dismutase precursor (NISOD),8.0,9.0,8.0,0.244,| PMM1294 | putative nickel-containing superoxide dismutase precursor (NISOD)
807,PMM1297,5.0,5.0,5.0,0.159,| trpC | indole-3-glycerol-phosphate synthase5550.159| trpC | indole-3-glycerol-phosphate synthase,4.0,4.0,4.0,0.132,| trpC | indole-3-glycerol-phosphate synthase
