Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 100 m suspended,Coverage (%) 965 m suspended,Coverage (%) 94 m sinking,Coverage (%) 965 m sinking,Area 100 m suspended,Area 965 m suspended,Area 94 m sinking,Area 965 m sinking,#Peptides,#Unique,#Spec 100 m suspended,#Spec 965 m suspended,#Spec 94 m sinking,#Spec 965 m sinking,PTM,Avg. Mass,Description
741,2154,ETNP_300m_PROKKA_74309,54.15,5,5,0,0,0,1.91E5,,,,1,1,1,0,0,0,,31178,D-ribose-binding periplasmic protein precursor
741,2155,ETNP14_120maa_PROKKA_110664,54.15,5,5,0,0,0,1.91E5,,,,1,1,1,0,0,0,,31212,D-ribose-binding periplasmic protein precursor
741,2156,ETNP_110m_PROKKA_05465,54.15,4,4,0,0,0,1.91E5,,,,1,1,1,0,0,0,,35639,D-ribose-binding periplasmic protein precursor
741,2157,ETNP_90m_PROKKA_187602,54.15,5,5,0,0,0,1.91E5,,,,1,1,1,0,0,0,,28502,D-ribose-binding periplasmic protein precursor
741,2158,ETNP_180m_PROKKA_144786,54.15,5,5,0,0,0,1.91E5,,,,1,1,1,0,0,0,,28404,D-ribose-binding periplasmic protein precursor
741,2159,ETNP14_68maa_PROKKA_73806,54.15,5,5,0,0,0,1.91E5,,,,1,1,1,0,0,0,,31086,D-ribose-binding periplasmic protein precursor
741,2160,ETNP_160m_PROKKA_59623,54.15,5,5,0,0,0,1.91E5,,,,1,1,1,0,0,0,,31086,D-ribose-binding periplasmic protein precursor
741,2161,ETNP_100m_PROKKA_32211,54.15,5,5,0,0,0,1.91E5,,,,1,1,1,0,0,0,,31086,D-ribose-binding periplasmic protein precursor
741,2162,ETNP_110m_PROKKA_17550,54.15,5,5,0,0,0,1.91E5,,,,1,1,1,0,0,0,,31086,D-ribose-binding periplasmic protein precursor
741,2340,ETNP14_68maa_PROKKA_184568,54.15,11,11,0,0,0,1.91E5,,,,1,1,1,0,0,0,,13575,hypothetical protein
741,2341,ETNP14_68mB_PROKKA_27522,54.15,8,8,0,0,0,1.91E5,,,,1,1,1,0,0,0,,18675,hypothetical protein
741,2342,NP_85m_PROKKA_27289,54.15,7,7,0,0,0,1.91E5,,,,1,1,1,0,0,0,,19909,hypothetical protein
741,2343,ETNP14_120mab_PROKKA_113103,54.15,7,7,0,0,0,1.91E5,,,,1,1,1,0,0,0,,19909,hypothetical protein
741,2507,ETNP14_68maa_PROKKA_137358,54.15,21,21,0,0,0,1.91E5,,,,1,1,1,0,0,0,,6923,hypothetical protein
463,1699,ETNP14_68maa_PROKKA_158312,54.10,16,16,0,0,0,9.61E5,,,,2,2,2,0,0,0,,13239,Photosystem II reaction center Psb28 protein
463,1700,ETNP_90m_PROKKA_208765,54.10,16,16,0,0,0,9.61E5,,,,2,2,2,0,0,0,,13239,Photosystem II reaction center Psb28 protein
463,1701,ETNP_110m_PROKKA_26209,54.10,16,16,0,0,0,9.61E5,,,,2,2,2,0,0,0,,13239,Photosystem II reaction center Psb28 protein
463,1702,NP_85m_PROKKA_30832,54.10,16,16,0,0,0,9.61E5,,,,2,2,2,0,0,0,,13239,Photosystem II reaction center Psb28 protein
463,1703,ETNP_100m_PROKKA_20902,54.10,16,16,0,0,0,9.61E5,,,,2,2,2,0,0,0,,13239,Photosystem II reaction center Psb28 protein
463,1704,ETNP_140m_PROKKA_126885,54.10,16,16,0,0,0,9.61E5,,,,2,2,2,0,0,0,,13239,Photosystem II reaction center Psb28 protein
463,1705,ETNP_120m_PROKKA_161606,54.10,16,16,0,0,0,9.61E5,,,,2,2,2,0,0,0,,13239,Photosystem II reaction center Psb28 protein
426,1200,ETNP_120m_particle_PROKKA_37824,53.98,13,10,0,0,3,1.46E6,,,2.96E5,3,3,2,0,0,1,,21138,30S ribosomal protein S4
426,1203,WP_036914701,53.98,12,9,0,0,3,1.46E6,,,2.96E5,3,3,2,0,0,1,,22881,30S ribosomal protein S4 Prochlorococcus
426,1204,WP_011129606,53.98,12,9,0,0,3,1.46E6,,,2.96E5,3,3,2,0,0,1,,22939,30S ribosomal protein S4 Prochlorococcus marinus
426,1263,ETNP_120m_PROKKA_64099,48.64,10,10,0,0,0,1.46E6,,,,2,2,2,0,0,0,,22325,30S ribosomal protein S4
426,1278,ETNP_140m_PROKKA_136793,53.98,18,14,0,0,4,1.46E6,,,2.96E5,3,3,2,0,0,1,,15100,30S ribosomal protein S4
426,1279,ETNP_90m_PROKKA_69470,53.98,18,14,0,0,4,1.46E6,,,2.96E5,3,3,2,0,0,1,,15100,30S ribosomal protein S4
426,1280,ETNP_90m_PROKKA_167324,53.98,18,14,0,0,4,1.46E6,,,2.96E5,3,3,2,0,0,1,,15100,30S ribosomal protein S4
426,1281,ETNP_100m_PROKKA_66131,53.98,18,14,0,0,4,1.46E6,,,2.96E5,3,3,2,0,0,1,,15100,30S ribosomal protein S4
426,1282,ETNP_120m_PROKKA_64098,53.98,18,14,0,0,4,1.46E6,,,2.96E5,3,3,2,0,0,1,,15100,30S ribosomal protein S4
426,1283,ETNP_100m_PROKKA_53615,53.98,18,14,0,0,4,1.46E6,,,2.96E5,3,3,2,0,0,1,,15114,30S ribosomal protein S4
426,1284,ETNP_100m_particle_PROKKA_117517,53.98,18,14,0,0,4,1.46E6,,,2.96E5,3,3,2,0,0,1,,15114,30S ribosomal protein S4
426,1285,ETNP_110m_PROKKA_48098,53.98,18,14,0,0,4,1.46E6,,,2.96E5,3,3,2,0,0,1,,15100,30S ribosomal protein S4
426,1286,ETNP_140m_PROKKA_102512,53.98,18,14,0,0,4,1.46E6,,,2.96E5,3,3,2,0,0,1,,15114,30S ribosomal protein S4
210,2613,ETNP14_68maa_PROKKA_02795,53.93,2,0,0,2,2,,,8.9E5,2.65E7,3,3,0,0,2,7,Glycidamide adduct,51370,hypothetical protein
234,1065,ETNP14_68maa_PROKKA_118112,53.76,11,8,0,2,2,,,,,3,0,4,0,2,3,,30736,60 kDa chaperonin 5
241,1494,WP_011128875,53.38,15,15,4,0,0,1.16E5,2.92E4,,,3,2,6,1,0,0,Oxidation (M); Mutation,19147,bleomycin hydrolase Synechococcus
241,1540,ETNP_70m_PROKKA_97513,47.45,8,8,4,0,0,1.26E4,2.92E4,,,2,1,5,1,0,0,Oxidation (M),19186,R-phycoerythrin subunit beta
241,1997,WP_011823147,47.45,8,8,4,0,0,1.26E4,2.92E4,,,2,1,5,1,0,0,Oxidation (M),19298,bleomycin hydrolase Prochlorococcus
467,2508,ETNP_100m_particle_PROKKA_73227,53.21,7,7,0,0,0,4.49E5,,,,1,1,2,0,0,0,,25582,Poly(beta-D-mannuronate) C5 epimerase 7
352,2205,ETNP_140m_PROKKA_68048,52.89,22,16,0,0,6,,,,,3,0,2,0,0,1,,16220,ATP synthase subunit beta
438,1362,ETNP_100m_particle_PROKKA_73355,52.73,7,7,0,0,0,2.03E5,,,,2,2,2,0,0,0,,35659,Ketol-acid reductoisomerase
438,1393,WP_036911828,52.73,7,7,0,0,0,2.03E5,,,,2,2,2,0,0,0,,35729,ketol-acid reductoisomerase Prochlorococcus
423,2383,ETNP_160m_PROKKA_29465,52.68,3,3,3,0,0,1.51E6,1.46E5,,,3,3,1,2,0,0,,39619,putative ABC transporter-binding protein precursor
423,2384,NP_100m_PROKKA_13274,52.68,3,3,3,0,0,1.51E6,1.46E5,,,3,3,1,2,0,0,,39637,putative ABC transporter-binding protein precursor
423,2385,ETNP_300m_PROKKA_113548,52.68,3,3,3,0,0,1.51E6,1.46E5,,,3,3,1,2,0,0,,39619,putative ABC transporter-binding protein precursor
423,2386,NP_300m_PROKKA_13514,52.68,3,2,2,0,0,1.51E6,1.46E5,,,3,3,1,2,0,0,,46956,putative ABC transporter-binding protein precursor
423,2387,ETNP14_68maa_PROKKA_43816,52.68,2,2,2,0,0,1.51E6,1.46E5,,,3,3,1,2,0,0,,55532,putative ABC transporter-binding protein precursor
423,2388,ETNP_180m_PROKKA_170303,52.68,2,2,2,0,0,1.51E6,1.46E5,,,3,3,1,2,0,0,,66724,putative ABC transporter-binding protein precursor
605,3250,ETNP_90m_PROKKA_55356,52.37,6,3,1,0,1,2.63E4,3.76E4,,6.45E5,3,3,1,1,0,1,Mutation,62285,putative protein kinase UbiB
605,3706,ETNP_110m_PROKKA_04394,46.07,7,5,2,0,0,2.63E4,3.76E4,,,2,2,1,1,0,0,Mutation,35879,putative protein kinase UbiB
605,3808,ETNP_100m_PROKKA_20890,46.07,7,5,2,0,0,2.63E4,3.76E4,,,2,2,1,1,0,0,Mutation,36200,putative protein kinase UbiB
605,3756,WP_011131446,46.07,4,3,1,0,0,2.63E4,3.76E4,,,2,2,1,1,0,0,Mutation,62292,kinase Prochlorococcus marinus
605,3823,ETNP_100m_particle_PROKKA_84235,46.07,4,3,1,0,0,2.63E4,3.76E4,,,2,2,1,1,0,0,Mutation,62564,putative protein kinase UbiB
605,3824,ETNP_90m_PROKKA_109761,46.07,4,3,1,0,0,2.63E4,3.76E4,,,2,2,1,1,0,0,Mutation,62504,putative protein kinase UbiB
605,3825,ETNP_120m_PROKKA_52297,46.07,4,3,1,0,0,2.63E4,3.76E4,,,2,2,1,1,0,0,Mutation,62504,putative protein kinase UbiB
605,4012,ETNP14_68mB_PROKKA_45925,46.07,9,6,3,0,0,2.63E4,3.76E4,,,2,2,1,1,0,0,Mutation,30429,putative protein kinase UbiB
605,4160,NP_85m_PROKKA_08276,46.07,10,6,3,0,0,2.63E4,3.76E4,,,2,2,1,1,0,0,Mutation,27019,putative ubiquinone biosynthesis protein UbiB
605,4282,ETNP_110m_PROKKA_43766,46.07,9,6,3,0,0,2.63E4,3.76E4,,,2,2,1,1,0,0,Mutation,27460,protein kinase UbiB
385,1865,WP_015352640,52.10,2,1,0,0,1,,,,6.78E5,2,1,1,0,0,2,,100725,cation transporter E1-E2 family ATPase Myxococcus stipitatus
385,1988,WP_011340617,52.59,2,0,0,0,2,,,,1.39E6,2,2,0,0,0,3,,96739,ATPase Pelobacter carbinolicus
385,2015,WP_041455101,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,101484,ATPase Anaerolinea thermophila
385,2017,WP_015403531,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,98064,P-type ATPase  translocating Desulfocapsa sulfexigens
385,2019,WP_011400525,58.76,3,0,0,1,2,,,1.69E5,1.23E6,3,3,0,0,1,3,Carbamidomethylation,97994,carbonate dehydratase Hahella chejuensis
385,2021,WP_011787016,52.24,2,0,0,1,2,,,,6.78E5,2,1,0,0,1,3,,97460,carbonate dehydratase Marinobacter hydrocarbonoclasticus
385,2025,WP_011342036,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,97437,haloacid dehalogenase Pelobacter carbinolicus
385,2027,WP_012910191,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,100056,ATPase Pirellula staleyi
385,2029,WP_011341078,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,98535,ATPase Pelobacter carbinolicus
385,2030,WP_002650741,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,99102,ATPase  Blastopirellula marina
385,2034,WP_011783514,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,97649,carbonate dehydratase Marinobacter hydrocarbonoclasticus
385,2044,WP_015896641,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,101181,cation transport ATPase P-type family  type IIA subfamily Acidobacterium capsulatum
385,2049,WP_041916445,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,98197,carbonate dehydratase Desulfocapsa sulfexigens
385,2053,WP_050751464,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,94132,carbonate dehydratase Synechococcus sp WH 5701
385,2066,WP_049784937,43.44,2,0,0,0,2,,,,6.78E5,1,1,0,0,0,2,,85562,hypothetical protein Anaerolinea thermophila
385,2073,WP_015403080,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,95514,P-type ATPase translocating Desulfocapsa sulfexigens
385,2129,ETNP14_68maa_PROKKA_128291,51.08,3,1,0,0,2,,,,6.78E5,2,1,1,0,0,2,,57094,Calcium-transporting ATPase 1
385,2134,CBE68053,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,98523,Calcium-transporting ATPase Candidatus Methylomirabilis oxyfera
385,2166,ETNP14_68maa_PROKKA_141360,53.34,5,0,0,0,5,,,,7.06E5,2,2,0,0,0,3,,39926,Calcium-transporting ATPase
385,2188,WP_006173034,43.44,2,0,0,0,2,,,,6.78E5,1,1,0,0,0,2,,82032,ATPase Synechococcus sp WH 5701
385,2189,WP_011398900,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,96962,carbonate dehydratase Hahella chejuensis
385,2190,WP_011311014,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,94335,ATPase Thiobacillus denitrificans
385,2207,WP_014707440,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,99731,carbonate dehydratase Methylophaga nitratireducenticrescens
385,2209,CBE69333,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,97177,Cation-transporting ATPase pacL Candidatus Methylomirabilis oxyfera
385,2210,BAL58470,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,99693,Ca2+-transporting ATPase Candidatus Acetothermus autotrophicum
385,2285,WP_013558590,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,99077,ATPase Anaerolinea thermophila
385,2364,WP_037979492,43.44,1,0,0,0,1,,,,6.78E5,1,1,0,0,0,2,,99868,metal ABC transporter ATPase Synechococcus sp WH 5701
385,2618,ETNP14_68maa_PROKKA_121808,43.44,4,0,0,0,4,,,,6.78E5,1,1,0,0,0,2,,29499,Calcium-transporting ATPase
385,2424,NP_125m_PROKKA_02534,43.44,5,0,0,0,5,,,,6.78E5,1,1,0,0,0,2,,28641,Calcium-transporting ATPase
385,2688,NP_85m_PROKKA_17230,43.44,3,0,0,0,3,,,,6.78E5,1,1,0,0,0,2,,49481,Calcium-transporting ATPase 1
276,1076,WP_036521542,51.83,22,5,17,0,0,,4.08E5,,,4,1,2,3,0,0,,14215,nitrite oxidoreductase gamma subunit  partial Nitrospina sp AB-629-B18
419,1160,ETNP14_120maa_PROKKA_50005,51.49,3,3,0,0,0,,,,,2,0,3,0,0,0,,57067,60 kDa chaperonin 2
449,2229,ETNP_120m_PROKKA_20258,51.28,19,0,19,0,0,,1.58E5,,,3,1,0,3,0,0,,14594,hypothetical protein
449,2230,ETNP_140m_PROKKA_76469,51.28,19,0,19,0,0,,1.58E5,,,3,1,0,3,0,0,,14594,hypothetical protein
449,2233,ETNP_160m_PROKKA_145973,51.28,16,0,16,0,0,,1.58E5,,,3,1,0,3,0,0,,17840,hypothetical protein
443,1292,ETNP_90m_PROKKA_93122,51.22,16,16,0,0,0,4.1E5,,,,2,2,2,0,0,0,,19102,Serine/threonine-protein kinase B
443,1293,ETNP_140m_PROKKA_17753,51.22,16,16,0,0,0,4.1E5,,,,2,2,2,0,0,0,,19102,Serine/threonine-protein kinase B
443,1294,ETNP_120m_free_PROKKA_224500,51.22,16,16,0,0,0,4.1E5,,,,2,2,2,0,0,0,,19102,Serine/threonine-protein kinase B
443,1295,ETNP_110m_PROKKA_05202,51.22,16,16,0,0,0,4.1E5,,,,2,2,2,0,0,0,,19102,Serine/threonine-protein kinase B
443,1296,ETNP_120m_PROKKA_274418,51.22,16,16,0,0,0,4.1E5,,,,2,2,2,0,0,0,,19102,Serine/threonine-protein kinase B
443,1297,ETNP_100m_PROKKA_72073,51.22,16,16,0,0,0,4.1E5,,,,2,2,2,0,0,0,,19102,Serine/threonine-protein kinase B
443,1298,ETNP_100m_particle_PROKKA_52503,51.22,16,16,0,0,0,4.1E5,,,,2,2,2,0,0,0,,19102,Serine/threonine-protein kinase B
357,2655,ETNP_90m_PROKKA_134487,50.97,29,0,0,0,29,,,,1.4E6,2,2,0,0,0,3,,8803,Acyl carrier protein
357,2656,ETNP14_120maa_PROKKA_183777,50.97,29,0,0,0,29,,,,1.4E6,2,2,0,0,0,3,,8803,Acyl carrier protein
357,2657,WP_012518211,50.97,29,0,0,0,29,,,,1.4E6,2,2,0,0,0,3,,8803,acyl carrier protein Alteromonadaceae
468,2531,ETNP_90m_PROKKA_151410,50.92,13,13,0,0,0,8.99E5,,,,1,1,2,0,0,0,,10770,hypothetical protein
468,2528,ETNP_100m_PROKKA_13914,50.92,14,14,0,0,0,8.99E5,,,,1,1,2,0,0,0,,10162,hypothetical protein
468,2529,ETNP_120m_PROKKA_140329,50.92,14,14,0,0,0,8.99E5,,,,1,1,2,0,0,0,,10192,hypothetical protein
468,2530,ETNP_100m_particle_PROKKA_47732,50.92,14,14,0,0,0,8.99E5,,,,1,1,2,0,0,0,,10162,hypothetical protein
369,1025,ETNP14_120maa_PROKKA_84881,50.55,32,32,0,0,0,,,,,3,0,3,0,0,0,,8057,hypothetical protein
343,1837,ETNP14_120maa_PROKKA_35494,50.51,4,2,2,0,3,,,,1.19E4,4,1,3,1,0,1,,57629,60 kDa chaperonin
343,1856,ETNP14_120maa_PROKKA_10485,50.51,4,2,2,0,3,,,,1.19E4,4,1,3,1,0,1,,57827,60 kDa chaperonin
343,1857,ETNP14_68maa_PROKKA_06431,50.51,4,2,2,0,3,,,,1.19E4,4,1,3,1,0,1,,57827,60 kDa chaperonin
343,1858,ETNP_180m_PROKKA_98703,50.51,4,2,2,0,3,,,,1.19E4,4,1,3,1,0,1,,57827,60 kDa chaperonin
268,1291,ETNP14_68mB_PROKKA_22260,50.37,33,22,0,11,11,0E0,,2.17E5,9.42E6,3,2,2,0,2,6,,10431,10 kDa chaperonin 1
429,1716,ETNP14_120maa_PROKKA_153923,50.30,5,0,5,0,0,,8.05E4,,,2,2,0,2,0,0,,45965,hypothetical protein
429,1717,ETNP_160m_PROKKA_30886,50.30,5,0,5,0,0,,8.05E4,,,2,2,0,2,0,0,,48130,hypothetical protein
429,1718,ETNP_180m_PROKKA_17691,50.30,5,0,5,0,0,,8.05E4,,,2,2,0,2,0,0,,48131,hypothetical protein
336,1250,ETNP14_120maa_PROKKA_133297,50.06,5,3,0,0,2,,,,1.71E5,3,1,2,0,0,1,,58051,60 kDa chaperonin
701,1682,NP_85m_PROKKA_09331,50.05,6,6,0,0,0,1.06E5,,,,2,2,2,0,0,0,,40252,Bacterial extracellular solute-binding protein
701,1683,NP_300m_PROKKA_27730,50.05,6,6,0,0,0,1.06E5,,,,2,2,2,0,0,0,,40252,Bacterial extracellular solute-binding protein
701,1684,ETNP14_68maa_PROKKA_113506,50.05,6,6,0,0,0,1.06E5,,,,2,2,2,0,0,0,,40252,Bacterial extracellular solute-binding protein
656,1875,ETNP_100m_PROKKA_53918,49.58,13,13,0,0,0,8.03E5,,,,1,1,1,0,0,0,,11988,30S ribosomal protein S16
656,1876,ETNP_120m_particle_PROKKA_08583,49.58,11,11,0,0,0,8.03E5,,,,1,1,1,0,0,0,,14348,30S ribosomal protein S16
656,1877,ETNP_110m_PROKKA_33928,49.58,11,11,0,0,0,8.03E5,,,,1,1,1,0,0,0,,14348,30S ribosomal protein S16
656,1878,ETNP_100m_particle_PROKKA_128796,49.58,11,11,0,0,0,8.03E5,,,,1,1,1,0,0,0,,14334,30S ribosomal protein S16
656,1879,NP_85m_PROKKA_37212,49.58,11,11,0,0,0,8.03E5,,,,1,1,1,0,0,0,,14348,30S ribosomal protein S16
424,1039,ETNP_90m_PROKKA_41376,49.50,27,27,0,0,0,3.48E4,,,,3,2,3,0,0,0,,12297,Nitrogen regulatory protein P-II
424,1050,ETNP_160m_PROKKA_73854,49.50,27,27,0,0,0,3.48E4,,,,3,2,3,0,0,0,,12370,Nitrogen regulatory protein P-II
424,1051,ETNP_300m_PROKKA_158513,49.50,27,27,0,0,0,3.48E4,,,,3,2,3,0,0,0,,12370,Nitrogen regulatory protein P-II
424,1052,ETNP_180m_PROKKA_39170,49.50,27,27,0,0,0,3.48E4,,,,3,2,3,0,0,0,,12370,Nitrogen regulatory protein P-II
424,1376,ETNP_70m_PROKKA_78069,43.20,17,17,0,0,0,1.44E4,,,,2,1,2,0,0,0,,11991,Nitrogen regulatory protein P-II
424,1503,WP_018970604,43.20,17,17,0,0,0,1.44E4,,,,2,1,2,0,0,0,,12479,nitrogen regulatory protein P-II 1 Rubritalea marina
444,1319,ETNP14_68mB_PROKKA_19001,49.48,18,18,0,0,0,4.1E5,,,,2,2,2,0,0,0,,14408,ATP synthase subunit b precursor
444,1320,ETNP_100m_particle_PROKKA_135112,49.48,15,15,0,0,0,4.1E5,,,,2,2,2,0,0,0,,16546,ATP synthase subunit b
444,1321,ETNP_110m_PROKKA_14186,49.48,15,15,0,0,0,4.1E5,,,,2,2,2,0,0,0,,16546,ATP synthase subunit b
444,1322,ETNP_160m_PROKKA_228143,49.48,15,15,0,0,0,4.1E5,,,,2,2,2,0,0,0,,16546,ATP synthase subunit b
444,1323,ETNP_120m_PROKKA_157940,49.48,15,15,0,0,0,4.1E5,,,,2,2,2,0,0,0,,16546,ATP synthase subunit b
444,1324,ETNP_90m_PROKKA_149426,49.48,15,15,0,0,0,4.1E5,,,,2,2,2,0,0,0,,16546,ATP synthase subunit b
444,1939,ETNP_110m_PROKKA_25954,49.48,33,33,0,0,0,4.1E5,,,,2,2,2,0,0,0,,7667,F0F1 ATP synthase subunit B'
444,1940,ETNP_120m_PROKKA_108749,49.48,15,15,0,0,0,4.1E5,,,,2,2,2,0,0,0,,16650,ATP synthase subunit b
444,1941,ETNP_90m_PROKKA_111294,49.48,15,15,0,0,0,4.1E5,,,,2,2,2,0,0,0,,16650,ATP synthase subunit b
420,1795,ETNP_180m_PROKKA_176533,49.41,4,4,0,0,0,6.49E5,,,,2,2,2,0,0,0,Mutation,40371,hypothetical protein
420,1796,ETNP_140m_PROKKA_159829,49.41,4,4,0,0,0,6.49E5,,,,2,2,2,0,0,0,Mutation,40371,hypothetical protein
420,1797,ETNP_160m_PROKKA_206303,49.41,4,4,0,0,0,6.49E5,,,,2,2,2,0,0,0,Mutation,40371,hypothetical protein
700,1516,ETNP_180m_PROKKA_107323,49.08,11,11,0,0,0,3.16E5,,,,2,1,2,0,0,0,,25993,60 kDa chaperonin 5
437,1264,ETNP_140m_PROKKA_15602,49.00,4,4,0,0,0,1.19E5,,,,2,2,2,0,0,0,,66767,PA14 domain protein
477,3095,XP_003061928,48.57,1,0,0,0,1,,,3.19E5,2.03E6,6,6,0,0,4,6,Carbamidomethylation,529948,inner dynein arm heavy chain 1-alpha  Micromonas pusilla CCMP1545
704,1930,ETNP14_68mB_PROKKA_41371,48.49,4,4,0,0,0,3.35E5,,,,1,1,1,0,0,0,,31504,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
704,2047,WP_011281581,48.49,3,3,0,0,0,3.35E5,,,,1,1,1,0,0,0,,42158,C4-dicarboxylate ABC transporter Candidatus Pelagibacter ubique
704,2235,ETNP_120m_PROKKA_172309,48.49,10,10,0,0,0,3.35E5,,,,1,1,1,0,0,0,,14415,hypothetical protein
704,2236,ETNP_100m_PROKKA_96014,48.49,10,10,0,0,0,3.35E5,,,,1,1,1,0,0,0,,14431,hypothetical protein
704,2237,ETNP14_120maa_PROKKA_118255,48.49,7,7,0,0,0,3.35E5,,,,1,1,1,0,0,0,,20472,Alpha-keto acid-binding periplasmic protein TakP precursor
704,2239,ETNP_120m_free_PROKKA_307154,48.49,5,5,0,0,0,3.35E5,,,,1,1,1,0,0,0,,26833,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
704,2240,ETNP14_68maa_PROKKA_191283,48.49,5,5,0,0,0,3.35E5,,,,1,1,1,0,0,0,,28696,Alpha-keto acid-binding periplasmic protein TakP precursor
704,2244,ETNP_90m_PROKKA_110512,48.49,4,4,0,0,0,3.35E5,,,,1,1,1,0,0,0,,35852,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
704,2256,ETNP14_68mB_PROKKA_158404,48.49,10,10,0,0,0,3.35E5,,,,1,1,1,0,0,0,,14418,hypothetical protein
704,2257,ETNP_70m_PROKKA_51244,48.49,10,10,0,0,0,3.35E5,,,,1,1,1,0,0,0,,14491,hypothetical protein
704,2539,ETNP14_68mB_PROKKA_75312,48.49,15,15,0,0,0,3.35E5,,,,1,1,1,0,0,0,,9186,hypothetical protein
704,2540,ETNP14_120mab_PROKKA_144272,48.49,10,10,0,0,0,3.35E5,,,,1,1,1,0,0,0,,14491,hypothetical protein
231,1499,YP_717254,48.38,4,1,3,0,1,,4.34E4,,4.69E3,3,2,1,6,0,2,,83164,PsaA chloroplast  Ostreococcus tauri
231,1539,YP_002808518,48.38,4,1,3,0,1,,4.34E4,,4.69E3,3,2,1,6,0,2,,83260,P700 apoprotein subunit Ia chloroplast  Micromonas pusilla CCMP1545
436,1112,ETNP_160m_PROKKA_131621,48.31,36,36,0,0,0,7.04E5,,,,3,2,3,0,0,0,,10071,50S ribosomal protein L15
436,1223,WP_011131116,48.31,23,23,0,0,0,7.04E5,,,,3,2,3,0,0,0,,16132,50S ribosomal protein L15 Prochlorococcus marinus
436,1407,ETNP_140m_PROKKA_30730,42.89,28,28,0,0,0,7.04E5,,,,2,2,2,0,0,0,,10083,50S ribosomal protein L15
436,1408,ETNP14_68maa_PROKKA_146377,42.89,17,17,0,0,0,7.04E5,,,,2,2,2,0,0,0,,16113,50S ribosomal protein L15
436,1409,NP_85m_PROKKA_07609,42.89,17,17,0,0,0,7.04E5,,,,2,2,2,0,0,0,,16113,50S ribosomal protein L15
436,1410,ETNP_100m_PROKKA_83857,42.89,17,17,0,0,0,7.04E5,,,,2,2,2,0,0,0,,16113,50S ribosomal protein L15
436,1411,ETNP_110m_PROKKA_44990,42.89,17,17,0,0,0,7.04E5,,,,2,2,2,0,0,0,,16113,50S ribosomal protein L15
530,1908,ETNP_180m_PROKKA_132035,48.26,6,0,6,0,0,,4.29E4,,,2,2,0,2,0,0,,44522,spermidine/putrescine ABC transporter periplasmic substrate-binding protein
530,1909,ETNP_120m_PROKKA_53780,48.26,6,0,6,0,0,,4.29E4,,,2,2,0,2,0,0,,44425,spermidine/putrescine ABC transporter periplasmic substrate-binding protein
530,1998,ETNP_120m_free_PROKKA_19960,48.26,7,0,7,0,0,,4.29E4,,,2,2,0,2,0,0,,39969,spermidine/putrescine ABC transporter periplasmic substrate-binding protein
530,2449,ETNP_160m_PROKKA_147019,39.84,6,0,6,0,0,,4.29E4,,,1,1,0,1,0,0,,20645,spermidine/putrescine ABC transporter periplasmic substrate-binding protein
702,1834,ETNP_110m_PROKKA_12886,48.26,14,10,0,0,4,1.58E5,,,1.1E6,2,2,1,0,0,1,,16858,hypothetical protein
702,1835,ETNP_90m_PROKKA_73488,48.26,14,10,0,0,4,1.58E5,,,1.1E6,2,2,1,0,0,1,,16856,hypothetical protein
702,1836,NP_85m_PROKKA_20470,48.26,14,10,0,0,4,1.58E5,,,1.1E6,2,2,1,0,0,1,,16856,hypothetical protein
703,1923,ETNP14_68maa_PROKKA_25273,48.11,2,2,0,0,0,1.86E5,,,,1,1,1,0,0,0,,61417,Periplasmic dipeptide transport protein precursor
367,2836,ETNP14_120mab_PROKKA_140243,48.02,14,0,14,0,0,,1.11E6,,,3,3,0,3,0,0,,7091,hypothetical protein
367,2840,NP_300m_PROKKA_27107,48.02,14,0,14,0,0,,1.11E6,,,3,3,0,3,0,0,,6978,hypothetical protein
367,2841,ETNP14_120mac_PROKKA_72770,48.02,11,0,11,0,0,,1.11E6,,,3,3,0,3,0,0,,9313,hypothetical protein
