Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 366,Coverage (%) 367,Coverage (%) 368,Coverage (%) 369,Coverage (%) 370,Coverage (%) 371,Coverage (%) 372,Coverage (%) 373,Coverage (%) 374,Coverage (%) 376,Coverage (%) 377,Coverage (%) 379,Coverage (%) 388,Coverage (%) 380,Coverage (%) 375,Area 366,Area 367,Area 368,Area 369,Area 370,Area 371,Area 372,Area 373,Area 374,Area 376,Area 377,Area 379,Area 388,Area 380,Area 375,#Peptides,#Unique,#Spec 366,#Spec 367,#Spec 368,#Spec 369,#Spec 370,#Spec 371,#Spec 372,#Spec 373,#Spec 374,#Spec 376,#Spec 377,#Spec 379,#Spec 388,#Spec 380,#Spec 375,PTM,Avg. Mass,Description
676,1828,ETNP14_120,48.47,19,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,,,4.03E4,3.36E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,10199,DNA-binding protein HU 1
676,1829,ETNP14_120,48.47,19,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,,,4.03E4,3.36E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,10181,DNA-binding protein HU 1
588,1480,ETNP14_120,48.45,5,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,57863,60 kDa chaperonin
1037,1663,ETNP14_68,48.34,13,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,,,,,,4.96E5,,,,,,,,,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,19094,hypothetical protein
896,1339,CAK23743.1,48.27,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,1.3E5,,,,,,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,50390,Geranylgeranyl hydrogenase ChlP [Synechococcus sp. WH 7803]
442,1259,ETNP_180,48.18,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5.1E4,3.31E4,1.33E4,,,,,,,,,,,,,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,86396,Multicopper oxidase
1096,1971,ETNP14_68,48.17,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.29E4,,,,,,,,,,,,,,,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10011,General L-amino acid-binding periplasmic protein AapJ precursor
585,2175,BAJ30442.1,48.15,7,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,,,,,,,,,,1.01E5,,,2.72E5,1.55E4,,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,43740,putative cellulose-binding protein [Kitasatospora setae KM-6054]
475,1559,NP_30,48.08,8,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,,2.34E5,,,,,,,,,,,,,,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,23065,50S ribosomal protein L4
475,1560,WP_042851084,48.08,8,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,,2.34E5,,,,,,,,,,,,,,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,23066,50S ribosomal protein L4 Prochlorococcus sp MIT 0604
475,1562,WP_011133185.1,48.08,8,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,,2.34E5,,,,,,,,,,,,,,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,23168,50S ribosomal protein L4 [Prochlorococcus marinus]
475,1650,WP_011377191.1,48.08,8,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,,2.34E5,,,,,,,,,,,,,,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,23134,50S ribosomal protein L4 [Prochlorococcus marinus]
2126,1902,XP_003057685,48.07,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,,,,,,,,1.51E5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,25825,predicted protein  Micromonas pusilla CCMP1545
2126,1933,XP_003078664,48.07,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,,,,,,,,,,,,,1.51E5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,13574,Putative 40S ribosomal protein; contains C-terminal domain ISS  Ostreococcus tauri
1095,1964,ETNP14_120,47.86,33,17,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3.47E4,,,,4.27E3,,,,,,,,,,,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,8898,DNA-binding protein HU-beta
1062,1224,ETNP_120,47.69,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,,,,1.85E5,,,,,,,,,,,,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,12241,Phasin protein
1062,1225,ETNP_140,47.69,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,,,,1.85E5,,,,,,,,,,,,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,12241,Phasin protein
1062,1226,ETNP_120,47.69,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,,,,1.85E5,,,,,,,,,,,,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,12241,Phasin protein
1062,1227,NP_300,47.69,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,,,,1.85E5,,,,,,,,,,,,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,12241,Phasin protein
1062,1228,ETNP_150,47.69,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,,,,1.85E5,,,,,,,,,,,,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,12241,Phasin protein
847,1450,ETNP14_120,47.52,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,,,,3.62E4,3.79E4,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,63384,Oligopeptide-binding protein AppA precursor
847,1451,ETNP_120,47.52,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,,,,3.62E4,3.79E4,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,63384,Oligopeptide-binding protein AppA precursor
847,1471,NP_300,47.52,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,,,3.62E4,3.79E4,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,58350,Glutathione-binding protein GsiB precursor
847,1544,ETNP_160,47.52,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,,,,3.62E4,3.79E4,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,62885,Glutathione-binding protein GsiB precursor
847,1600,ETNP14_120,47.52,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,,,,3.62E4,3.79E4,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,63136,Oligopeptide-binding protein AppA precursor
847,1609,ETNP_120,47.52,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,,,3.62E4,3.79E4,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,48092,Oligopeptide-binding protein AppA precursor
847,1610,ETNP_120,47.52,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,,,3.62E4,3.79E4,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,52952,Oligopeptide-binding protein AppA precursor
847,1817,ETNP_140,47.52,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,,,,3.62E4,3.79E4,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,10189,hypothetical protein
847,1818,ETNP_180,47.52,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,,,,3.62E4,3.79E4,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,23524,putative ABC transporter-binding protein precursor
847,1956,ETNP_180,47.52,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,,,3.62E4,3.79E4,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,43378,Periplasmic dipeptide transport protein precursor
847,1957,ETNP_140,47.52,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,,,3.62E4,3.79E4,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,47409,Periplasmic dipeptide transport protein precursor
847,2024,ETNP_120,47.52,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,,,,3.62E4,3.79E4,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,21555,putative ABC transporter-binding protein precursor
1036,1595,WP_038654322,47.47,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44E5,,,,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34193,DNA-directed RNA polymerase subunit alpha Prochlorococcus sp MIT 0801
1036,1596,WP_011295450.1,47.47,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44E5,,,,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34151,DNA-directed RNA polymerase subunit alpha [Prochlorococcus marinus]
564,1414,ABG32421.1,47.39,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0E0,,,,,,,,,,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,106216,formate dehydrogenase  alpha subunit [Roseobacter denitrificans OCh 114]
636,1587,ETNP_160,47.09,7,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,,,,7.81E4,1.35E4,,,,,,,,,,,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,35298,Tripartite tricarboxylate transporter family receptor
636,1588,ETNP_180,47.09,7,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,,,,7.81E4,1.35E4,,,,,,,,,,,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,35298,Tripartite tricarboxylate transporter family receptor
636,1589,ETNP_140,47.09,7,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,,,,7.81E4,1.35E4,,,,,,,,,,,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,35298,Tripartite tricarboxylate transporter family receptor
636,1590,NP_300,47.09,7,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,,,,7.81E4,1.35E4,,,,,,,,,,,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,35298,Tripartite tricarboxylate transporter family receptor
636,1591,ETNP_300,47.09,7,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,,,,7.81E4,1.35E4,,,,,,,,,,,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,35298,Tripartite tricarboxylate transporter family receptor
636,1670,ETNP_120,47.09,8,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,,,,7.81E4,1.35E4,,,,,,,,,,,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,33253,Tripartite tricarboxylate transporter family receptor
636,1702,ETNP_120,47.09,9,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,,,,7.81E4,1.35E4,,,,,,,,,,,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,28271,Tripartite tricarboxylate transporter family receptor
636,1723,ETNP_120,47.09,18,0,0,0,18,11,0,0,0,0,0,0,0,0,0,0,,,,7.81E4,1.35E4,,,,,,,,,,,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,14303,Tripartite tricarboxylate transporter family receptor
2295,1973,ETNP_90,47.07,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,7880,hypothetical protein
2295,1974,NP_125,47.07,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,7880,hypothetical protein
2295,1975,ETNP_100,47.07,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,7880,hypothetical protein
2295,1976,NP_100,47.07,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,7881,hypothetical protein
2295,1977,NP_85,47.07,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,7881,hypothetical protein
2295,1978,SAR11,47.07,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,9788,Calcium dodecin
2295,1979,SAR11,47.07,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,9773,Calcium dodecin
2295,1980,ETNP14_68,47.07,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,9787,hypothetical protein
2295,1981,ETSP_PROKKA,47.07,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,9788,hypothetical protein
2295,1982,ETNP14_120,47.07,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,9753,hypothetical protein
2295,1983,ETSP_PROKKA,47.07,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,9788,hypothetical protein
2295,1984,SAR11,47.07,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,9773,Calcium dodecin
2295,1985,SAR11,47.07,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,9787,Calcium dodecin
2295,1986,SAR11,47.07,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,6.91E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,9788,Calcium dodecin
952,1520,WP_038548426,46.89,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,1.72E5,,,,,,,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,49609,geranylgeranyl diphosphate reductase Synechococcus sp KORDI-100
284,2566,CAN94300.1,46.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55E5,2.06E5,,,,,1.13E5,,,,,,,,,5,2,1,1,0,1,0,0,1,1,0,2,0,0,0,2,0,,622443,polyketide synthase [Sorangium cellulosum So ce56]
554,2411,ETNP_120,46.51,7,0,0,0,0,0,0,7,7,0,0,0,0,0,6,0,,,,,,,1.67E6,2.05E5,,,,,,7.24E5,,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,,14150,30S ribosomal protein S13
2425,2030,ETNP_160,46.26,37,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,,,,3.12E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,4204,hypothetical protein
2425,2031,ETNP_120,46.26,34,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,,,,3.12E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,4592,hypothetical protein
2425,2032,ETNP_140,46.26,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,,,,3.12E5,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,11643,hypothetical protein
532,1467,ETNP14_68,46.19,9,7,0,5,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,2.66E5,,,,,,,,,3,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,28045,hypothetical protein
532,1594,NP_30,46.19,8,6,0,4,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,2.66E5,,,,,,,,,3,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,30312,hypothetical protein
532,1627,ETNP14_68,46.19,7,5,0,4,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,2.66E5,,,,,,,,,3,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,37083,hypothetical protein
2291,1919,XP_003078347,46.04,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22E5,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22929,unnamed protein product  Ostreococcus tauri
202,1617,WP_015349883,45.89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.32E6,1.35E6,1.01E6,1.58E6,1.42E6,1.74E6,4.85E5,9.8E5,7.63E5,1.42E6,1.55E6,2.89E5,2.48E5,2.51E5,,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,,202176,polyketide synthase Myxococcus stipitatus
489,1908,virus_CCADEAMM_06011,45.52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0E0,,,0E0,,,,,,,3,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,,456169,hypothetical protein
463,1806,ETNP14_120,45.46,8,2,0,2,2,2,0,0,0,3,0,0,0,0,0,0,5.15E4,,,,,,,,3.38E4,,,,,,,3,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,38526,General L-amino acid-binding periplasmic protein AapJ precursor
1824,1730,ETNP_160,45.28,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,8.64E4,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,39723,hypothetical protein
1824,1772,ETNP14_120,45.28,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,8.64E4,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,39705,hypothetical protein
1958,1785,ETNP_100,44.98,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,6.55E4,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,25582,Poly(beta-D-mannuronate) C5 epimerase 7
989,1606,NP_30,44.94,11,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2.02E4,,,,,,,,,4.07E4,,,,,,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Oxidation (M),17474,Glyceraldehyde-3-phosphate dehydrogenase 2
715,2339,ETNP_180,44.86,18,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,,,,,,,,,1.42E5,5.23E3,,,,,,3,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,10912,hypothetical protein
715,2340,ETNP_160,44.86,17,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,,,,,,,,,1.42E5,5.23E3,,,,,,3,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,11662,hypothetical protein
715,2341,ETNP_120,44.86,17,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,,,,,,,,,1.42E5,5.23E3,,,,,,3,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,11690,hypothetical protein
485,1905,ETNP_90,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20078,Photosystem I reaction center subunit XI
485,1906,WP_036912719,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20105,photosystem I reaction center protein subunit XI Prochlorococcus
485,1907,WP_011131135,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20078,phosphorylase Prochlorococcus marinus
485,1938,ETNP_120,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20020,Photosystem I reaction center subunit XI
485,1939,ETNP_110,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20020,Photosystem I reaction center subunit XI
485,1940,ETNP_100,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20020,Photosystem I reaction center subunit XI
485,1941,ETNP_90,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20020,Photosystem I reaction center subunit XI
485,1942,NP_85,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20038,Photosystem I reaction center subunit XI
485,2064,ETNP_90,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20071,Photosystem I reaction center subunit XI
485,2065,ETNP_100,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20071,Photosystem I reaction center subunit XI
485,2066,ETNP_110,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20071,Photosystem I reaction center subunit XI
485,2067,ETNP_100,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20071,Photosystem I reaction center subunit XI
485,2068,ETNP_120,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20071,Photosystem I reaction center subunit XI
485,2069,ETNP_140,44.76,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,2.26E5,8.64E5,1.23E6,,,,,,7.02E5,,,,,,,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,20071,Photosystem I reaction center subunit XI
289,2418,WP_011311816,44.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.57E4,7.08E4,,,,0E0,,,,,1.06E5,,,,,6,5,1,1,0,0,0,1,1,1,1,0,2,0,0,1,0,,316992,cyclic beta 1-2 glucan synthetase Thiobacillus denitrificans
354,1915,ETNP_120,44.52,3,2,2,0,2,1,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,0,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,,57902,60 kDa chaperonin
550,2330,ETNP_120,44.51,9,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,,,,,,,,3.76E5,8.36E5,,,,,,,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,11648,hypothetical protein
496,2269,ABQ69813.1,44.42,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,,,,,0E0,,,,1.37E6,,,,,,,4,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,,157224,DNA-directed RNA polymerase  beta' subunit [Sphingomonas wittichii RW1]
1064,1771,ETNP_300,44.42,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,1.19E5,,,,,,,,,,,,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,40598,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
923,1721,ETNP_120,44.24,6,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,,,,,,,,,2.02E5,,,4.04E4,,,,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,27773,Formylglycine-generating sulfatase enzyme
553,2361,WP_006173234,44.07,16,16,6,0,0,0,0,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,4,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,12955,50S ribosomal protein L7L12 Synechococcus sp WH 5701
316,2464,WP_086003237.1,43.96,35,0,0,8,0,0,0,0,0,8,18,9,0,8,8,0,,,0E0,,,,,,1.27E6,3.42E4,6.19E3,,8.84E4,1.67E5,,4,4,0,0,1,0,0,0,0,0,1,2,1,0,1,2,0,,11389,hypothetical protein [Planctopirus limnophila]
1035,1373,ETNP14_120,43.86,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.15E4,,,,,,,,,,,,,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,52317,Flagellin
677,1582,ETNP_160,43.50,20,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,,,3.51E4,1.56E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,9385,10 kDa chaperonin
677,1583,ETNP_180,43.50,17,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,,,3.51E4,1.56E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,10974,10 kDa chaperonin
677,1918,ETNP_300,43.50,45,0,0,26,45,0,0,0,0,0,0,0,0,0,0,0,,,3.51E4,1.56E5,,,,,,,,,,,,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,4392,10 kDa chaperonin
285,2683,WP_011397844,43.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.97E4,8.89E4,,,,2.96E4,4.23E5,1.95E5,,,1.48E5,5.44E4,,,5,5,0,1,1,0,0,0,1,2,2,0,0,1,1,0,0,,624616,Rhs family protein Hahella chejuensis
185,2060,ETNP14_120,43.15,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,,,,,,,5.56E4,1.3E5,0E0,,,,,,,1,1,0,0,0,0,0,0,8,4,5,0,0,0,0,0,0,,39993,Riboflavin biosynthesis protein RibBA
1123,1969,ETNP_180,43.08,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37578,Flagellin
